# time (s), x(cm), y(cm), Turning Angle
0.6,8.7,8.8,-157.7
0.87,9,8.5,-159.48
0.93,9,8.2,-160.84
0.99,9,7.9,-161.64
1.06,9,7.7,-163.22
1.12,9.1,7.6,-165.33
1.18,9.1,7.4,-167.38
1.25,9,7.2,-168.48
1.31,9,7,-168.21
1.37,8.9,6.9,-167.87
1.43,8.9,6.7,-168.07
1.5,8.9,6.6,-168.59
1.56,8.8,6.5,-169.29
1.62,8.8,6.3,-170.2
1.68,8.8,6.2,-171.41
1.75,8.8,6.1,-173.11
1.81,8.8,5.9,-174.91
1.88,8.8,5.8,-176.86
1.94,8.9,5.6,-178.55
2,8.9,5.5,-179.95
2.06,8.9,5.3,179.31
2.12,8.8,5.2,178.11
2.19,8.8,5,178.05
2.25,8.8,4.9,177.96
2.32,8.8,4.8,176.86
2.38,8.8,4.7,178.92
2.44,8.7,4.6,180
2.5,8.7,4.5,-179.17
2.57,8.7,4.4,-178.46
2.63,8.7,4.3,-177.99
2.69,8.7,4.1,-177.72
2.75,8.7,4,-177.65
2.82,8.7,3.9,-178.11
2.88,8.6,3.8,-177.97
2.94,8.6,3.7,-177.47
3.01,8.6,3.7,-177.27
3.07,8.6,3.6,-177.36
3.13,8.6,3.6,-178.57
3.2,8.6,3.6,-175
3.26,8.6,3.5,-173.82
3.32,8.5,3.5,-171.25
3.39,8.5,3.4,-168.53
3.45,8.4,3.3,-165.68
3.51,8.4,3.3,-163.42
3.57,8.3,3.3,-160.46
3.64,8.3,3.3,-158.26
3.7,8.2,3.3,-154.04
3.76,8.2,3.3,-151.48
3.83,8.1,3.3,-149.29
3.89,8.1,3.4,-148.03
3.95,8,3.3,-146.67
4.01,8,3.3,-145.74
4.08,8,3.3,-144.95
4.14,7.9,3.4,-143.12
4.2,7.8,3.4,-140.99
4.27,7.7,3.3,-140.05
4.33,7.6,3.2,-138.91
4.39,7.6,3.1,-136.66
4.46,7.5,3.1,-134.78
4.52,7.4,3.1,-132.89
4.58,7.4,3.1,-130.5
4.64,7.3,3.1,-128.64
4.71,7.2,3.2,-126.27
4.77,7.1,3.2,-124.23
4.83,7.1,3.2,-122.34
4.9,7,3.3,-121.54
4.96,7,3.3,-120.39
5.02,6.9,3.3,-120.07
5.09,6.7,3.3,-119.31
5.15,6.7,3.3,-117.85
5.21,6.6,3.3,-115.83
5.27,6.5,3.4,-114.01
5.34,6.4,3.4,-113.41
5.4,6.2,3.3,-113.33
5.46,6.1,3.3,-112.19
5.52,5.9,3.1,-114.23
5.59,5.8,3.2,-112.71
5.65,5.7,3.2,-112.09
5.71,5.6,3.2,-111.19
5.78,5.4,3.3,-110.13
5.84,5.3,3.3,-108.39
5.9,5.2,3.4,-107.18
5.97,5.2,3.3,-106.95
6.03,5.2,3.4,-107.09
6.09,5.1,3.4,-107.56
6.15,5.1,3.4,-108.43
6.22,5.1,3.4,-109.44
6.28,5.1,3.3,-110.33
6.35,5.1,3.3,-111.84
6.41,5,3.2,-113.3
6.47,5,3.2,-114.42
6.53,5,3.2,-114.98
6.6,5.1,3.2,-114.69
6.66,5.1,3.3,-113.88
6.72,5.2,3.3,-113.57
6.79,5.2,3.4,-113.96
6.85,5.3,3.4,-113.6
6.91,5.4,3.5,-112.47
6.97,5.5,3.5,-111.52
7.04,5.5,3.5,-110.63
7.1,5.6,3.5,-109.82
7.16,5.6,3.5,-108.8
7.22,5.6,3.6,-107.96
7.29,5.6,3.6,-107.53
7.35,5.7,3.6,-107.28
7.41,5.7,3.6,-106.36
7.48,5.7,3.6,-106.97
7.54,5.8,3.6,-107.17
7.6,5.9,3.7,-108.62
7.67,6,3.7,-110.36
7.73,6,3.7,-112.29
7.79,6,3.6,-113.25
7.85,6.1,3.6,-114.49
7.92,6.1,3.6,-116.38
7.98,6.1,3.7,-119
8.04,6.1,3.7,-122.23
8.11,6.1,3.7,-124.93
8.17,6.1,3.7,-127.06
8.23,6.2,3.7,-129.77
8.3,6.2,3.6,-130.62
8.36,6.2,3.7,-132.92
8.42,6.2,3.7,-134.85
8.48,6.3,3.7,-140.13
8.55,6.3,3.6,-140.41
8.61,6.4,3.6,-142.29
8.67,6.4,3.6,-143.58
8.74,6.4,3.6,-145.77
8.8,6.4,3.6,-147.95
8.86,6.5,3.6,-149.56
8.92,6.5,3.6,-153.57
8.99,6.5,3.7,-157.23
9.05,6.6,3.6,-159.42
9.11,6.7,3.5,-161.58
9.18,6.6,3.5,-162.77
9.24,6.5,3.4,-164.65
9.3,6.5,3.3,-166.62
9.36,6.5,3.2,-170.1
