# time (s), x(cm), y(cm), Turning Angle
0.31,6,8.5,-111.69
0.38,5.9,8.4,-109.77
0.44,5.8,8.5,-107.74
0.5,5.7,8.5,-106.04
0.57,5.7,8.5,-105.67
0.63,5.6,8.4,-105.37
0.69,5.6,8.4,-105.5
0.75,5.6,8.4,-104.93
0.82,5.6,8.4,-105.19
0.88,5.6,8.4,-104.38
0.94,5.6,8.3,-104.16
1,5.6,8.3,-104.22
1.07,5.6,8.3,-104.52
1.13,5.6,8.3,-104.33
1.19,5.6,8.3,-104.19
1.26,5.6,8.3,-103.72
1.32,5.6,8.3,-103.58
1.38,5.6,8.3,-103.13
1.44,5.5,8.3,-103.45
1.51,5.5,8.3,-103.59
1.57,5.5,8.3,-103.52
1.63,5.6,8.3,-103.13
1.69,5.5,8.3,-103.85
1.76,5.5,8.3,-103.81
1.82,5.5,8.3,-103.61
1.88,5.5,8.3,-103.28
1.95,5.5,8.3,-103.72
2.01,5.5,8.3,-103.39
2.07,5.5,8.3,-103.3
2.13,5.5,8.3,-103.63
2.2,5.5,8.3,-103.68
2.26,5.5,8.3,-103.64
2.32,5.5,8.3,-103.66
2.39,5.5,8.3,-103.59
2.45,5.5,8.3,-103.61
2.51,5.5,8.3,-103.63
2.57,5.5,8.3,-103.41
2.64,5.5,8.3,-103.06
2.7,5.5,8.3,-103.55
2.76,5.5,8.3,-103.27
2.83,5.5,8.3,-103.47
2.89,5.5,8.3,-103.47
2.95,5.6,8.3,-102.46
3.01,5.5,8.3,-103.45
3.08,5.5,8.3,-103.54
3.14,5.5,8.3,-103.45
3.2,5.5,8.3,-103.41
3.26,5.5,8.3,-103.45
3.33,5.5,8.3,-103.58
3.39,5.5,8.3,-103.44
3.45,5.5,8.3,-103.52
3.52,5.5,8.3,-103.34
3.58,5.5,8.3,-103.51
3.64,5.5,8.3,-103.55
3.71,5.5,8.3,-103.39
3.77,5.5,8.3,-103.59
3.83,5.5,8.3,-103.5
3.89,5.5,8.3,-103.4
3.96,5.5,8.3,-103.45
4.02,5.5,8.3,-103.45
4.08,5.5,8.3,-103.56
4.15,5.5,8.3,-103.68
4.21,5.5,8.3,-103.6
4.27,5.5,8.3,-103.49
4.34,5.5,8.3,-103.44
4.4,5.5,8.3,-103.66
4.46,5.5,8.3,-103.45
4.52,5.5,8.3,-103.53
4.59,5.5,8.3,-103.6
4.65,5.5,8.3,-103.38
4.71,5.5,8.3,-103.39
4.78,5.5,8.3,-103.71
4.84,5.5,8.3,-103.6
4.9,5.5,8.3,-103.04
4.96,5.5,8.3,-103.05
5.03,5.5,8.3,-103.52
5.09,5.5,8.3,-103.64
5.15,5.5,8.3,-103.63
5.21,5.5,8.3,-103.54
5.28,5.5,8.3,-103.58
5.34,5.5,8.3,-103.53
5.4,5.5,8.3,-103.1
5.46,5.5,8.3,-103.5
5.53,5.5,8.3,-103.5
5.59,5.5,8.3,-103.55
5.65,5.5,8.3,-103.4
5.71,5.5,8.3,-103.61
5.78,5.5,8.3,-103.09
5.84,5.5,8.3,-103.7
5.9,5.5,8.3,-103.64
5.97,5.5,8.3,-102.93
6.02,5.5,8.3,-103.53
6.09,5.5,8.3,-103.44
6.15,5.5,8.3,-103.29
6.21,5.5,8.3,-103.49
6.28,5.5,8.3,-103.66
6.34,5.5,8.3,-103.63
6.4,5.5,8.3,-103.61
6.47,5.5,8.3,-103.47
6.53,5.5,8.3,-103.64
6.59,5.5,8.3,-103.55
6.65,5.5,8.3,-103.56
6.71,5.5,8.3,-103.4
