# time (s), x(cm), y(cm), Turning Angle
0.06,7.8,10.6,-115.52
0.12,7.8,10.6,-115.38
0.19,7.7,10.5,-115.88
0.25,7.7,10.5,-115.72
0.31,7.7,10.5,-115.89
0.37,7.6,10.5,-116.15
0.44,7.6,10.5,-115.94
0.5,7.5,10.4,-115.8
0.56,7.5,10.4,-115.71
0.63,7.4,10.4,-115.5
0.69,7.4,10.3,-115.2
0.75,7.4,10.3,-115.02
0.82,7.3,10.3,-114.9
0.88,7.3,10.3,-114.56
0.94,7.3,10.3,-113.56
1,7.2,10.3,-113.04
1.07,7.1,10.3,-113.19
1.13,7,10.2,-113.23
1.19,7.1,10.3,-114.46
1.25,6.9,10.2,-113.43
1.32,6.9,10.2,-113.33
1.38,6.9,10.2,-113.54
1.44,6.8,10.2,-113.73
1.51,6.8,10.1,-114.22
1.57,6.7,10.1,-114.5
1.63,6.7,10.1,-115.46
1.69,6.6,10,-115.99
1.75,6.5,10,-116.76
1.82,6.5,10,-117.82
1.88,6.3,10,-118.79
1.94,6.4,10,-119.11
2,6.3,10,-118.86
2.07,6.3,9.9,-118.49
2.13,6.2,9.9,-117.77
2.19,6.1,9.9,-118.03
2.26,6.1,10,-117.61
2.32,6.1,10,-117.52
2.38,6.1,10,-117.85
2.45,6,10,-118.1
2.51,6,10,-117.76
2.57,5.9,10,-117.44
2.63,5.9,10,-117.06
2.7,5.8,10,-116.52
2.76,5.8,10,-115.81
2.82,5.7,10,-115.57
2.88,5.7,10,-114.71
2.94,5.6,10,-114.3
3,5.6,10,-113.26
3.07,5.5,10,-112.11
3.13,5.5,10,-111.75
3.19,5.4,10,-111.87
3.26,5.4,10,-111.78
3.32,5.4,10,-111.12
3.38,5.3,10,-110.34
3.44,5.3,10,-109.46
3.51,5.1,9.9,-108.56
3.57,4.9,9.8,-108.55
3.63,5,9.9,-108.36
3.7,4.9,9.8,-108.29
3.76,4.7,9.8,-108.57
3.82,4.7,9.8,-109.83
3.88,4.7,9.7,-110.75
3.95,4.6,9.7,-111.17
4.01,4.4,9.6,-110.39
4.07,4.4,9.6,-109.17
4.13,4.4,9.6,-109.17
4.2,4.4,9.6,-108.22
4.26,4.3,9.6,-107.71
4.32,4.3,9.7,-107.03
4.38,4.1,9.6,-107.29
4.44,4,9.5,-107.53
4.51,7,11.3,-108.14
4.57,5.4,10.3,-109.84
4.63,3.9,9.4,-109.07
4.7,4,9.3,-110.55
4.76,3.7,9.3,-111.89
4.83,3.7,9.2,-113.28
4.9,3.6,9.1,-115.2
4.96,3.6,9.1,-116.91
5.02,3.3,8.9,-118.69
5.08,3.5,8.9,-120.4
5.15,3.5,8.8,-122.34
5.21,3.4,8.7,-123.76
5.27,3.3,8.6,-125.53
5.33,3.3,8.5,-128.44
5.4,3.3,8.6,-129.13
5.46,3.3,8.6,-132.36
5.52,3.2,8.5,-133
5.59,3.2,8.5,-135
5.65,3.2,8.4,-137.1
5.71,3.3,8.4,-139.23
5.78,3.3,8.4,-140.15
5.84,3.3,8.3,-140.53
5.9,3.3,8.3,-141.07
5.96,3.2,8.3,-141.36
6.03,3.3,8.4,-141.9
6.09,3.3,8.4,-142.23
6.15,3.2,8.4,-142.5
6.21,4.8,8.5,-144
6.27,3.3,8.4,-144.09
6.33,3.3,8.4,-146.14
6.4,3.3,8.3,-148.83
6.46,3.3,8.2,-150.95
6.52,3.3,8.1,-152.15
6.59,3.3,8,-153.05
6.65,3.3,8,-153.53
6.71,3.3,7.9,-153.98
6.77,3.3,7.9,-154.66
6.83,3.4,7.8,-155.86
6.9,3.3,7.7,-156.5
6.96,3.3,7.7,-156.51
7.02,3.2,7.6,-156.56
7.09,3.2,7.6,-156.91
7.15,3.2,7.5,-157.08
7.21,3.2,7.4,-157.56
7.28,3.1,7.4,-158.06
7.34,3,7.4,-158.34
7.4,3,7.4,-158.8
7.47,2.9,7.3,-159.28
7.53,2.9,7.3,-159.63
7.59,3,7.2,-160.56
7.65,3,7.1,-160.6
7.72,3.1,7,-161.36
7.78,3.1,6.9,-162.8
7.84,3.1,6.8,-163.62
7.9,3,6.7,-165.03
7.97,3,6.6,-166.7
8.03,3,6.6,-168.45
8.09,3,6.5,-170.7
8.16,2.9,6.3,-171.46
8.22,2.9,6.3,-172.02
8.28,2.9,6.2,-172.74
8.34,3,6,-171.8
8.41,2.9,5.9,-172.44
8.47,2.9,5.9,-173.45
8.53,2.9,5.8,-175.75
8.6,2.8,5.6,-176.09
8.66,2.8,5.6,-176.48
8.72,2.7,5.5,-176.16
8.78,2.7,5.4,-176.08
8.85,2.7,5.3,-175.82
8.91,2.8,5.3,-175.42
8.97,2.7,5.1,-174.11
9.04,2.7,5.1,-173.6
9.1,2.6,4.9,-173.3
9.16,2.7,5,-173.81
9.23,2.7,4.9,-174.21
9.29,2.8,4.9,-174.47
9.35,2.7,4.8,-173.47
9.41,2.7,4.6,-172.79
9.47,2.8,4.5,-172.86
9.54,2.9,4.4,-172.36
9.6,3,4.3,-173.56
9.66,3,4.2,-175.6
9.72,3.1,4.2,-176.62
9.79,3,4.1,-176.78
9.85,3,4,-178.53
9.91,3.1,4,-178.39
9.98,3.1,4,-178.57
10.04,3.2,4,-179.55
10.1,3.2,3.9,177.59
10.16,3.2,3.8,176.36
10.23,3.2,3.7,174.77
10.29,3.2,3.7,172.68
10.35,3.2,3.6,171.41
10.41,3.3,3.5,170.59
10.47,3.4,3.5,170.92
10.54,3.4,3.4,171.12
10.6,3.3,3.3,171.45
10.66,3.4,3.3,170.87
10.72,3.3,3.3,172.74
10.79,3.4,3.3,171.81
10.85,3.3,3.3,172.75
10.91,3.3,3.4,174.28
10.98,3.3,3.3,177.81
11.04,3.3,3.3,179.89
11.1,3.3,3.4,-179.12
11.16,3.3,3.5,-175.29
11.23,3.3,3.5,-172.09
11.29,3.1,3.5,-169.9
11.35,3.2,3.6,-165.85
11.41,3.1,3.6,-162.67
11.48,3.1,3.6,-159.4
11.54,3.2,3.7,-158.28
11.6,3.1,3.8,-155.61
11.66,3.1,3.8,-152.63
11.73,3.2,3.8,-151.23
11.79,2.8,3.6,-148.08
11.85,3.1,3.8,-148.14
11.92,3.3,4,-151.73
11.98,3.2,3.8,-146.21
12.04,3.2,3.8,-144.49
12.1,3.2,3.9,-142.59
12.17,3.3,3.9,-140.85
12.23,3.3,3.9,-138.95
12.29,3.3,3.9,-138.58
12.35,3.4,3.9,-138
12.42,3.4,3.9,-135.99
12.48,3.5,4.1,-132.94
12.54,3.5,4,-134.06
12.6,3.4,4,-127.6
12.67,3.4,4.1,-126.16
12.73,3.3,4,-126.99
12.79,3.4,4,-125.68
12.86,3.2,4,-116.65
12.92,3.3,4,-123.78
13.05,3.2,3.9,-125.08
13.11,3.1,3.8,-126.37
13.17,3.2,3.8,-125.9
13.23,3.2,3.8,-123.94
13.3,3.2,3.8,-123.75
13.39,3.2,3.6,-127.82
13.55,3.2,3.6,-127.16
13.61,3.2,3.6,-128.08
13.67,3.2,3.6,-131.48
13.8,3.3,3.7,-131.48
13.99,2.9,3.4,-138.37
14.05,2.2,2.8,-141.37
14.11,3.3,3.8,-132.07
14.19,3.3,3.8,-131.36
14.26,3.3,3.8,-134.89
14.32,3.2,3.8,-137.63
14.4,3.4,3.9,-137.52
14.54,3.5,3.9,-138.2
14.6,3.4,3.9,-138.94
14.67,3.4,3.9,-138.73
14.73,3.5,4,-137.43
14.79,3.7,4.3,-134.48
14.86,3.3,3.9,-143.13
14.92,3.3,3.8,-144.27
14.98,3.2,3.8,-144.52
15.04,3.3,3.9,-139.66
15.11,3.2,3.9,-140.23
15.17,3.2,3.9,-139.4
15.23,3.1,3.7,-140.1
15.3,3.2,3.8,-138.45
15.36,3.1,3.7,-138.38
15.42,3.1,3.6,-138.83
15.48,3.1,3.6,-136.84
15.55,3,3.5,-138.25
15.61,3.1,3.5,-137.9
15.67,3,3.5,-137.76
15.73,2.9,3.4,-141.91
15.8,2.6,3.3,-145.1
15.87,2.8,3.4,-142.48
15.95,3.1,3.5,-141.19
16.02,2.8,3.4,-143.18
16.08,3,3.5,-142.35
16.14,3,3.5,-138.8
16.2,3,3.4,-137.08
16.27,3,3.5,-135.69
16.33,3,3.4,-135.32
16.39,3,3.4,-133.16
16.45,3,3.4,-132.83
16.52,3,3.3,-136.52
16.58,3.2,3.5,-128.9
16.64,3.2,3.6,-129.13
16.71,3.2,3.5,-128.84
16.77,3.3,3.6,-125.69
16.83,3.1,3.3,-167.49
16.9,3.1,3.5,-132.09
16.96,3.1,3.5,-130.18
17.02,3.2,3.6,-127.15
17.08,3.1,3.5,-126.79
17.15,3.2,3.6,-126.44
17.21,3.3,3.7,-127.68
17.27,3.2,3.5,-124.37
17.45,3.3,3.5,-124.64
17.51,3.5,3.7,-125.03
17.51,3.5,3.7,-125.03
17.65,3.5,3.6,-118.39
17.8,3.5,3.6,-117.26
17.95,5.7,5,-111.82
18.01,5.5,4.9,-109.26
18.07,4.8,4.4,-106.43
18.13,3.6,3.8,-106.76
18.2,3.8,3.9,-107.98
18.28,3.8,3.9,-107.98
18.45,3.8,3.9,-107.98
18.45,3.8,3.9,-107.98
18.88,3.8,3.9,-107.98
19.09,3.5,4.2,-89.85
19.15,3.5,4.2,-89.95
19.21,3.4,4.2,-87.39
19.35,3.5,4.2,-88.91
19.42,3.5,4.2,-87.43
19.48,3.1,4,-91.25
19.54,2.8,3.8,-93.31
19.84,3.4,4.3,-88.13
20.01,3.4,4.3,-87.21
20.08,3.3,4.2,-89.12
20.16,3.3,4.2,-89.12
22.53,4.1,5.5,-46.84
22.6,3.3,5.1,-44.97
22.66,3.3,5.1,-42.9
22.72,3.3,5,-45.21
22.79,3.3,5.1,-45.09
22.85,3.2,5.1,-31.39
22.96,3.2,5.1,-31.39
23.37,3.2,5.1,-31.39
23.37,3.2,5.1,-31.39
23.37,3.3,5.2,-31.19
23.7,3.2,5.3,-31.1
23.76,3.3,5.3,-31.24
23.86,3.3,5.3,-31.24
23.86,3.3,5.3,-31.24
24.5,3.3,5.3,-31.24
24.5,3.3,5.3,-31.24
24.84,3.3,5.3,-31.24
25.06,3.2,5.8,-17.3
25.12,3.2,5.7,-16.9
25.31,3.1,5.7,-15.47
25.38,3.2,5.8,-17.29
25.44,3.2,5.7,-13
25.5,3.1,5.7,-13.8
25.56,3.1,5.7,-13.22
25.64,3,5.6,-11.48
25.7,3.1,5.8,-11.24
25.77,3.2,5.7,-9.39
25.83,3.2,5.8,-8.3
25.9,3.3,5.8,-9.59
26.01,3.2,5.9,-6.39
26.08,3.2,5.9,-5.99
26.14,3.2,5.9,-5.99
26.35,3.3,6.1,-0.42
26.41,3.2,6.1,-1.29
26.48,3.2,6.2,0.65
26.54,3.2,6.2,0.51
26.6,3.3,6.3,0.45
26.66,3.6,6.3,-0.83
26.73,4,6.4,-1.92
26.79,3.2,6.4,1.03
26.85,3.2,6.4,1.03
26.85,3.2,6.4,1.03
27.61,3,7.2,3.69
27.71,2.9,7.2,4.02
28.05,3,7.7,-4.44
28.13,3.3,7.9,-0.6
28.29,3.1,7.8,5.79
28.4,3,7.8,6.45
28.46,3,7.9,9.72
28.52,3,7.9,9.72
28.88,3,7.9,9.72
28.88,3,7.9,9.72
29.18,3,7.9,9.72
29.54,3,7.9,9.72
29.54,3,7.9,9.72
29.83,3,7.9,9.72
30.21,3,7.9,9.72
30.36,3.2,10,13.59
30.42,3.2,10,13.59
30.72,3.2,10,13.59
31.02,3.7,10.2,23.18
31.15,3.7,10.2,28.02
31.21,3.7,10.2,22.65
31.27,3.7,10.2,15.52
31.35,3.9,10.3,27.11
31.41,4,10.4,26.2
31.47,3.9,10.4,27.73
31.54,4,10.4,29.29
31.73,4.3,10.4,45.31
31.79,4.3,10.4,44.76
32.11,4.7,10.8,45.56
32.17,4.9,10.8,48.75
32.25,4.9,10.8,48.75
32.25,4.9,10.8,48.75
32.5,4.9,10.8,48.75
32.5,5.2,10.6,76.64
32.77,5.1,10.5,79.84
32.83,5.7,10.8,141.44
32.89,5.3,10.5,83.14
32.95,5.4,10.5,85.01
33.02,5.4,10.5,87.44
33.08,5.5,10.5,88.77
33.14,5.3,10.4,92.81
33.2,5.2,10.4,92.01
33.27,5.2,10.2,94.29
33.33,5.5,10.3,94.18
33.39,5.3,9.9,101.06
33.45,5.5,10.2,98.54
33.51,5.5,10.2,99.77
33.58,5.6,10.2,102.37
33.64,5.6,10.2,103.56
33.7,5.5,10.1,106.31
33.76,6.9,11.7,107.13
33.83,5.7,10.5,107.91
33.89,5.4,10.2,112.43
33.95,5.4,10.2,112.86
34.01,5.2,10.3,114.01
34.08,5.4,10.1,118.28
34.14,5.4,10.1,121.37
34.2,5.4,10,123.64
34.27,5.5,10,125.48
34.33,5.5,9.9,127.95
34.39,5.6,9.9,129.8
34.45,5.6,9.8,131.03
34.52,5.6,9.7,132.77
34.58,5.7,9.7,134.28
34.64,5.7,9.7,135.58
34.7,5.8,9.7,137.35
34.77,6.2,10,140.1
34.83,5.7,9.5,140.92
34.89,5.7,9.5,141.83
34.95,5.7,9.4,144.09
35.01,5.9,9.5,147.06
35.08,6.3,9.6,150.91
35.14,5.8,9.3,150.26
35.2,5.7,9.2,152.35
35.26,5.7,9.2,155.28
35.33,5.7,9.2,155.71
35.39,5.7,9.3,155.74
35.51,5.7,9.2,158.23
35.58,5.7,9.1,159.17
35.64,5.8,9.1,159.89
35.7,5.8,8.9,160.58
35.76,5.9,8.9,161.23
35.83,6,8.8,161.39
35.89,6,8.7,160.41
35.95,6.1,8.6,162.15
36.01,6.1,8.5,161.98
36.07,6.2,8.4,163.35
36.14,6.2,8.3,163.85
36.2,6.2,8.2,164.29
36.26,6.2,8.2,165.22
36.33,6.3,8.1,164.22
36.39,6.2,7.9,164.25
36.45,6.3,7.8,163.57
36.52,6.3,7.6,163.56
36.58,6.4,7.4,163.76
36.64,6.5,7.4,163.7
36.7,6.6,7.2,164.11
36.77,6.6,7.2,163.91
36.83,6.7,7.1,163.21
36.89,6.7,6.9,164.38
36.96,6.9,7,163.26
37.02,7,6.9,163.21
37.08,7,6.8,162.99
37.14,7.1,6.8,161.69
37.21,7.1,6.6,159.62
37.27,7.2,6.6,158.51
37.34,7.2,6.4,157.22
37.4,7.3,6.4,156.35
37.46,7.4,6.4,155.44
37.52,7.5,6.3,154.77
37.58,7.6,6.3,154.84
37.65,7.5,6.2,154.84
37.71,7.5,6.1,154.93
37.77,7.5,6,155.04
37.84,7.6,6,154.13
37.9,7.8,5.9,155.55
37.96,7.7,5.7,152.12
38.03,7.8,5.6,150.69
38.09,7.9,5.5,150.05
38.15,8,5.4,149.45
38.21,8.1,5.2,149.91
38.28,8.2,5.1,148.86
38.34,8.3,5.1,148.1
38.4,8.4,5,147.27
38.46,8.6,5,146.36
38.52,8.7,4.9,146.97
38.59,8.8,4.8,146.53
38.65,8.9,4.7,145.93
38.71,9,4.5,144.77
38.78,9.1,4.4,142.79
38.84,9.2,4.3,141.04
38.9,9.2,4.2,141.2
38.97,9.2,4.2,140.32
39.03,9.2,4.3,140.07
39.09,9.2,4.2,140.25
39.15,9.3,4.2,139
39.22,9.4,4.1,136.85
39.28,9.5,4.1,135.45
39.34,9.6,3.9,133.25
39.4,9.7,3.8,131.76
39.47,9.9,3.8,131.72
39.58,10.2,3.6,128.82
39.69,10.3,3.6,128.32
39.75,10.6,3.6,132.27
39.81,11,3.7,-163.41
39.88,10.8,3.6,127.53
39.94,11.1,3.5,125.14
40,11.4,3.5,121.96
40.07,11.3,3.3,120.99
40.13,11.5,3.2,120.22
40.19,11.5,3.2,120
40.26,11.4,2.9,119.34
40.34,11.7,3.1,114.83
40.4,11.9,3.2,111.81
40.46,11.9,3,110.48
40.52,12.1,3.1,111.6
40.59,12.1,2.9,110.9
40.65,12.4,3,111.84
40.71,12.5,3,114.17
40.77,12.7,3.2,112.58
40.83,12.8,3.2,112.74
40.9,13.2,3.4,112.33
40.96,14.3,3.9,112.39
41.07,13.6,3.3,107.74
41.13,13.8,3.3,106.09
41.19,13.9,3.2,103.79
41.26,14.1,3.3,101.13
41.33,14.2,3.2,100.74
41.46,14.1,3.2,90.17
41.52,14.7,2.8,96.97
41.76,14.9,2.8,96.15
41.82,15.1,2.7,97.76
41.88,15.2,2.7,98.23
41.95,15.4,2.7,98.54
42.01,15.6,2.8,99.03
42.07,15.6,2.8,99.36
42.13,15.7,2.8,100.71
42.2,16,2.9,114.55
42.27,16.3,2.8,102.76
42.34,16.6,2.8,102.44
42.4,16.7,2.8,103.35
42.4,16.7,2.7,102.84
42.53,17,2.9,100.54
42.59,17,2.7,96.31
42.65,17.2,2.5,97.39
42.72,17.6,2.7,93.95
42.78,17.6,2.6,95.08
42.84,17.7,2.6,98.79
42.9,17.7,2.7,99.44
42.97,17.8,2.9,99.56
43.03,17.9,2.9,98.62
43.1,18,3.1,117.22
43.16,18.2,3.1,102.43
43.22,18.4,3.2,105.06
43.28,18.3,3.2,103.35
43.36,19,2.9,98.87
43.46,19.2,3,99.05
43.52,19.4,3.2,96.66
43.6,19.4,3.2,96.66
43.79,19.9,2.7,96.29
43.85,20,2.6,96.44
43.91,20.2,2.6,97.05
43.97,20.3,2.6,99.09
44.04,20.5,2.6,99.55
44.1,20.7,2.7,99.52
44.16,20.8,2.8,105.47
44.23,20.9,3,107.48
44.29,21.1,2.9,109.04
44.35,21.5,3,108.04
44.41,21.7,3,106.41
44.47,21.6,2.9,101.97
44.54,22.2,2.8,107.82
44.6,22.1,2.8,106.05
44.66,22.1,2.7,105.33
44.73,22.3,2.6,104.38
44.79,22.5,2.5,99.19
44.91,23,2.5,109.39
44.97,22.9,2.6,105.85
45.04,23.1,2.7,105.39
45.1,23.2,2.8,105.11
45.16,23.3,2.8,104.4
45.23,23.5,2.9,102.99
45.29,23.6,2.9,106.4
45.35,23.9,3.1,104.57
45.41,24.3,3.3,111.56
45.47,24.1,3.1,100.17
45.54,24.2,3,100.63
45.6,24.4,3,100.54
45.6,24.6,3,98.84
45.73,24.9,2.9,97.09
45.79,25.1,2.9,94.9
45.85,25.3,2.9,95.56
45.91,25.6,2.9,96.45
45.98,25.6,2.9,95.33
46.04,25.7,3,96.55
46.1,26,3,96.51
46.16,26.2,3.1,97.56
46.23,26.1,2.7,103.6
46.29,26.6,2.9,93.8
46.35,26.8,2.9,92.99
46.41,26.9,2.9,92.52
46.48,27,3,94.69
