# time (s), x(cm), y(cm), Turning Angle
2.97,5.7,11.4,-86.01
3.03,8.4,12.9,-87.31
3.1,4.8,10.9,-88.6
3.16,5.8,11.4,-90.04
3.22,5.7,11.4,-91.77
3.28,5.7,11.4,-93.24
3.34,5.6,11.3,-93.77
3.41,5.7,11.3,-94.08
3.47,5.6,11.3,-95.48
3.53,5.7,11.3,-96.23
3.59,5.6,11.2,-98.5
3.66,5.7,11.2,-99.74
3.72,5.5,11.1,-101.72
3.78,5.4,11.1,-103.38
3.84,5.4,11,-105.01
3.91,5.3,11,-106.16
3.97,5.3,10.9,-107.19
4.03,5.2,10.9,-108.35
4.09,5.2,10.9,-109.3
4.16,5.2,10.8,-110.58
4.22,5.4,10.8,-112.1
4.28,5,10.7,-113.36
4.34,5,10.7,-114.18
4.41,4.9,10.7,-115.96
4.53,4.8,10.5,-119.69
4.59,4.7,10.5,-121.54
4.66,4.7,10.5,-123.87
4.72,4.7,10.4,-125.79
4.78,4.6,10.3,-127.45
4.84,4.6,10.4,-129.11
4.9,4.4,10.3,-130.22
4.97,4.5,10.3,-131.81
5.03,4.4,10.2,-132.2
5.09,4.4,10.2,-132.99
5.16,4.3,10.2,-133.99
5.22,4.2,10.1,-134.56
5.28,4.1,10,-135.16
5.35,4.1,10,-136.39
5.41,4,9.9,-137.09
5.47,4,9.9,-137.68
5.53,3.9,9.8,-139.06
5.59,3.8,9.7,-140.39
5.66,3.8,9.6,-142.13
5.72,3.8,9.5,-143.58
5.78,3.7,9.4,-145.34
5.85,3.7,9.4,-146.25
5.91,3.7,9.3,-146.9
5.97,3.7,9.2,-148.66
6.04,3.7,9.1,-150.57
6.04,3.6,9,-152.5
6.16,3.6,8.9,-154.31
6.22,3.5,8.8,-155.43
6.29,3.6,8.8,-157.96
6.35,3.5,8.7,-159.96
6.41,3.5,8.6,-161.15
6.47,3.5,8.6,-161.91
6.54,3.5,8.6,-162.72
6.6,3.4,8.6,-164.13
6.66,3.4,8.5,-165.24
6.73,3.4,8.5,-166.99
6.79,3.2,8.3,-166.96
6.85,2.9,7.8,-167.64
6.91,3.2,8.2,-167.73
6.98,3.3,8.2,-167.27
7.04,3.2,8,-169.63
7.1,3.2,7.9,-170.87
7.17,3.3,7.9,-172.09
7.23,3.2,7.8,-172.97
7.29,3.3,7.7,-174.25
7.36,3.2,7.6,-175.45
7.42,3.2,7.5,-177.1
7.48,3.1,7.3,-178.53
7.54,2.9,7.2,-178.91
7.61,3.1,7.2,178.97
7.67,3.1,7.1,-180
7.73,3.1,7.1,-180.03
7.79,3.3,6.9,-179.91
7.85,3.3,6.8,-178.83
7.92,3.4,6.7,180.06
7.98,3.4,6.6,179.4
8.04,3.4,6.5,177.76
8.11,3.4,6.4,177.42
8.17,3.4,6.3,176.11
8.23,3.4,6.2,175.46
8.3,3.3,6.2,175.02
8.36,3.4,6.1,174.87
8.42,3.4,6,173.83
8.48,3.5,5.9,173.2
8.55,3.6,5.9,171.69
8.61,3.5,5.6,170.92
8.67,3.5,5.5,170.73
8.74,3.6,5.5,171
8.8,3.6,5.4,171.79
8.86,3.6,5.4,173.29
8.93,3.6,5.3,174.34
8.99,3.6,5.2,175.08
9.05,3.5,5.1,175.94
9.12,3.6,5,177.33
9.18,3.4,4.8,178.26
9.24,3.4,4.8,177.24
9.3,3.5,4.8,175.51
9.37,3.5,4.7,174.23
9.43,3.4,4.6,173.88
9.49,3.4,4.6,173.6
9.55,3.5,4.6,173.18
9.62,3.5,4.5,172.98
9.68,3.5,4.4,171.68
9.74,3.5,4.4,170.84
9.8,3.4,4.1,168.13
9.87,3.6,4.1,167.06
9.93,3.6,4.1,165.04
9.99,3.5,3.9,164.15
10.05,3.7,4,163.74
10.12,3.7,4,163.22
10.18,3.8,4,161
10.24,3.9,4,160.22
10.3,3.9,4,160.44
10.36,3.9,4,158.93
10.43,4,4,161.7
10.49,4,4.1,163.08
10.55,4,4.2,165.53
10.62,4.1,4.3,167.86
10.68,4.1,4.3,167.86
10.84,3.9,4.2,168.07
10.9,4.1,4.3,161.05
10.96,3.9,4.3,170.58
11.02,3.9,4.4,173.19
11.09,3.7,4.4,176.34
11.15,3.6,4.3,178.72
11.21,3.6,4.4,-178.37
11.28,3.6,4.4,-174.22
11.34,3.6,4.5,-172.67
