# time (s), x(cm), y(cm), Turning Angle
0.06,11.2,11.4,-153.1
0.12,11.2,11.3,-151.99
0.18,11.2,11.3,-145.12
0.25,11.2,11.1,-139.94
0.31,14.7,4.5,-134.17
0.43,11,11,-136.76
0.5,10.9,11,-134.85
0.56,10.9,11,-133.27
0.62,10.8,11,-130.92
0.68,10.8,11,-128.89
0.75,10.6,11,-126.47
0.81,10.5,10.9,-123.22
0.87,10.2,10.9,-120.6
0.93,10.1,10.9,-117.79
1,9.9,11,-115.36
1.06,9.9,11,-112.96
1.12,9.8,11,-110.61
1.18,9.6,11.1,-109.35
1.25,9.5,11.1,-107.81
1.31,9.3,11.1,-106.65
1.37,9.2,11.1,-105.77
1.43,9,11,-104.84
1.5,8.8,10.9,-103.98
1.56,8.6,10.9,-103.43
1.62,8.3,10.9,-102.35
1.69,8.2,10.9,-99.53
1.75,8,10.9,-96.6
1.81,7.9,11,-94.05
1.88,7.7,11,-91.24
1.94,7.6,11,-89.44
2,7.6,11.1,-88.45
2.06,7.5,11.1,-87.01
2.13,7.3,11.2,-86.69
2.19,7.1,11.2,-85.99
2.25,7,11.3,-85.02
2.31,6.8,11.3,-84.16
2.37,6.7,11.3,-83.07
2.44,6.5,11.3,-81.8
2.5,6.4,11.4,-81.32
2.56,6.1,11.6,-79.41
2.62,5.9,11.6,-76.54
2.68,5.8,11.8,-73.04
2.75,5.7,11.9,-70.22
2.81,5.5,12,-67.76
2.87,5.4,12.1,-65.35
2.94,5.3,12.2,-63.6
3,5.2,12.3,-62.29
3.06,5.1,12.4,-61.2
3.12,5,12.6,-59.56
3.19,4.9,12.7,-57.56
3.25,4.7,12.8,-55.86
3.31,4.6,12.9,-52.41
3.38,4.5,13.1,-47.23
3.44,4.5,13.2,-43.17
3.5,4.6,13.3,-38.81
3.56,4.6,13.4,-34.76
3.63,4.6,13.4,-33.11
3.69,4.5,13.5,-32.46
3.75,4.6,13.5,-32.35
3.82,4.6,13.7,-31.9
3.88,4.6,13.8,-30.4
3.94,4.6,13.9,-29.66
4.01,4.6,14,-28.98
4.07,4.6,14.1,-27.61
4.13,4.5,14.3,-26.65
4.19,4.5,14.5,-24.62
4.26,4.5,14.8,-22.04
4.32,4.5,15,-19.58
4.38,4.6,15.2,-16.38
4.45,4.6,15.4,-15.1
4.51,4.6,15.5,-14.02
4.57,4.5,15.7,-14.5
4.64,4.5,15.8,-15.81
4.7,4.4,16,-15.85
4.76,4.4,16.1,-16.65
4.82,4.4,16.3,-17.21
4.89,4.3,16.5,-18.05
4.95,4.1,16.7,-18.78
5.01,4.1,16.8,-18.69
5.08,4.2,16.9,-18.78
5.14,4.2,17.1,-18.58
5.2,4.2,17.3,-17.41
5.26,4.1,17.5,-15.76
5.33,4.1,17.8,-15.47
5.39,4.1,17.9,-15.13
5.45,4.1,18.1,-14.17
5.51,4.1,18.2,-14.35
