# time (s), x(cm), y(cm), Turning Angle
0.61,7,7.7,-132.73
0.87,7.1,7.6,-132.56
0.94,7,7.6,-132.41
1,7,7.5,-131.89
1.06,6.9,7.5,-131.18
1.12,6.8,7.5,-130.86
1.19,6.8,7.4,-130.28
1.25,6.7,7.4,-129.89
1.31,6.7,7.4,-128.6
1.37,6.6,7.3,-128.42
1.43,6.5,7.3,-127.99
1.5,6.5,7.3,-127.69
1.56,6.5,7.2,-127.59
1.62,6.4,7.2,-127.37
1.69,6.4,7.2,-127.39
1.75,6.4,7.1,-127.96
1.81,6.3,7.1,-128.22
1.87,6.3,7.1,-128.12
1.93,6.3,7.1,-128.15
2,6.2,7,-128.17
2.06,6.2,7,-128.03
2.12,6.1,7,-127.97
2.19,6.1,6.9,-127.75
2.25,6,6.9,-127.5
2.31,6,6.9,-126.86
2.37,6,6.8,-126.3
2.44,5.9,6.8,-126.03
2.5,5.9,6.8,-125.58
2.56,5.8,6.8,-125.69
2.62,5.8,6.7,-124.95
2.68,5.8,6.7,-124.73
2.75,5.7,6.7,-124.38
2.81,5.7,6.7,-123.7
2.87,5.7,6.7,-123.59
2.93,5.6,6.6,-123.28
3,5.6,6.6,-122.67
3.06,5.6,6.6,-122.59
3.12,5.5,6.6,-122.62
3.18,5.5,6.6,-122.25
3.25,5.4,6.6,-121.4
3.31,5.4,6.5,-120.83
3.37,5.3,6.5,-119.23
3.44,5.3,6.5,-119
3.5,5.2,6.5,-117.57
3.56,5.2,6.5,-117.18
3.63,5.1,6.5,-115.95
3.69,5.1,6.5,-115.51
3.75,5.1,6.5,-115.15
3.81,5.1,6.5,-114.25
3.88,5,6.5,-114.01
3.94,5,6.5,-112.43
4,5,6.5,-111.72
4.07,5,6.5,-111.01
4.13,5,6.5,-110.15
4.19,4.9,6.5,-109.62
4.25,4.9,6.5,-108.96
4.32,4.9,6.5,-108.35
4.38,4.8,6.5,-107.54
4.44,4.8,6.5,-107.02
4.5,4.8,6.4,-106.52
4.56,4.7,6.4,-105.6
4.63,4.7,6.4,-105.09
4.69,4.6,6.4,-104.58
4.75,4.6,6.4,-103.65
4.81,4.6,6.4,-102.3
4.87,4.5,6.5,-101.59
4.94,4.5,6.5,-100.07
5,4.4,6.5,-98.59
5.06,4.4,6.5,-96.9
5.13,4.3,6.4,-96
5.19,4.3,6.5,-94.65
5.25,4.2,6.4,-93.45
5.31,4.2,6.4,-92.25
5.38,4.1,6.5,-91.15
5.44,4.1,6.5,-90.1
5.5,4.1,6.5,-89.24
5.56,4,6.5,-87.48
5.62,4,6.5,-85.85
5.68,3.9,6.6,-84.18
5.75,3.9,6.6,-82.27
5.81,3.9,6.6,-80.75
5.87,3.9,6.6,-78.81
5.94,3.9,6.7,-76.87
6,3.9,6.7,-75.22
6.06,3.9,6.7,-73.24
6.13,3.9,6.8,-71.62
6.19,3.9,6.8,-70.25
6.25,3.9,6.8,-68.88
6.31,3.9,6.8,-67.78
6.38,3.9,6.9,-67.15
6.44,3.9,6.9,-66.06
6.5,3.9,6.9,-65.7
6.56,3.9,6.9,-64.66
6.62,4,6.9,-63.48
6.69,4,6.9,-62.64
6.75,4,6.9,-61.51
6.81,4,6.9,-60.47
6.87,4,6.9,-59.59
6.94,4,6.9,-58.77
7,4,6.9,-58.8
7.06,3.9,6.9,-55.64
7.12,3.8,6.9,-56.27
7.18,3.8,6.9,-58.1
7.25,3.9,7,-57.7
7.31,3.9,7,-56.46
7.37,3.9,7,-55.8
7.44,3.8,7.1,-55.41
7.5,3.8,7.1,-54.23
7.56,3.8,7.1,-53.03
7.63,3.8,7.1,-52.85
7.69,3.8,7.1,-51.42
7.75,3.8,7.2,-50.43
7.81,3.9,7.2,-50.01
7.87,3.9,7.3,-49.17
7.94,3.9,7.3,-48.71
8,3.9,7.3,-47.94
8.06,3.9,7.4,-47.11
8.12,3.9,7.4,-46.4
8.19,3.9,7.5,-45.76
8.25,3.9,7.5,-45.01
8.31,3.9,7.6,-44.38
8.37,4,7.6,-43.1
8.44,4,7.7,-42.44
8.5,4,7.8,-41.47
