# time (s), x(cm), y(cm), Turning Angle
0.75,4.1,8.6,-121.39
0.91,7.4,7.7,-120.92
0.97,7.4,7.7,-120.43
1.04,7.3,7.7,-121.01
1.1,7.3,7.7,-121.73
1.16,7.2,7.6,-122.15
1.22,7.1,7.5,-121.9
1.29,7,7.5,-121.92
1.35,7,7.4,-121.35
1.41,6.9,7.4,-121.66
1.47,6.8,7.3,-121.78
1.54,6.8,7.2,-121.49
1.6,6.7,7.2,-120.96
1.66,6.5,7.1,-121.21
1.72,6.3,7.1,-121.21
1.79,6.2,7,-121.05
1.91,6,6.9,-120.64
1.98,5.9,6.8,-120.99
2.04,5.8,6.7,-121.49
2.1,5.7,6.7,-122.5
2.17,5.6,6.6,-123.7
2.23,5.7,6.6,-124.12
2.29,5.7,6.5,-125.34
2.36,5.7,6.5,-124.4
2.42,5.7,6.4,-123.81
2.48,5.7,6.4,-124.15
2.55,5.7,6.4,-123.44
2.61,5.6,6.4,-123.52
2.67,5.7,6.4,-123.3
2.73,5.7,6.4,-123.39
2.79,5.7,6.4,-123.42
2.86,5.7,6.4,-123.88
2.92,5.7,6.4,-123.58
2.99,5.7,6.4,-123.5
3.05,5.7,6.4,-123.83
3.11,5.7,6.4,-123.58
3.17,5.7,6.4,-123.6
3.23,5.7,6.4,-123.8
3.3,5.7,6.4,-123.61
3.36,5.7,6.4,-123.85
3.42,5.7,6.4,-123.74
3.49,5.7,6.4,-123.8
3.55,5.7,6.4,-123.71
3.61,5.7,6.4,-123.57
3.67,5.7,6.4,-123.7
3.74,5.7,6.4,-123.76
3.8,5.7,6.4,-123.94
3.86,5.7,6.4,-123.74
3.93,5.7,6.4,-124.05
3.99,5.6,6.3,-123.81
4.05,5.5,6.3,-123.85
4.11,5.4,6.2,-123.94
4.18,5.3,6.1,-123.9
4.24,5.2,6,-123.45
4.3,5,6,-123.84
4.36,4.9,5.9,-123.77
4.43,4.8,5.8,-123.32
4.49,4.7,5.8,-122.2
4.55,4.6,5.7,-122
4.61,4.5,5.7,-122.25
4.68,4.5,5.6,-123.04
4.74,4.4,5.5,-124.19
4.8,4.4,5.5,-125.4
4.87,4.3,5.4,-127.41
4.93,4.3,5.3,-129.39
4.99,4.3,5.2,-131.32
5.05,4.3,5.1,-134.29
5.11,4.3,5,-135.49
5.18,4.2,5,-137.12
5.24,4.2,5,-137.94
5.3,4.1,5,-138.27
5.36,4.1,4.9,-138.55
5.43,4.1,4.9,-139.65
5.49,4.1,4.9,-139.62
5.55,4.1,4.9,-139.48
5.62,4,4.9,-139.27
5.68,4.1,4.9,-139.48
5.74,4.1,4.9,-139.71
5.81,4.1,4.9,-139.6
5.87,4.1,4.9,-138.8
5.93,4.1,4.9,-139.56
5.99,4.1,4.9,-139.71
6.05,4,4.9,-138.6
6.11,4,4.9,-139.19
6.17,4.1,4.9,-139.53
6.24,4.1,4.9,-139.65
6.3,4.1,4.9,-139.77
6.36,4.1,4.9,-139.1
6.43,4.1,4.9,-139.82
6.49,4.1,4.9,-139.79
6.55,4.1,4.9,-139.67
6.61,4.1,4.9,-139.14
6.68,4.1,4.9,-139.13
6.74,4.1,4.9,-139.57
6.81,4.1,4.9,-139.72
6.87,4.1,4.9,-139.13
6.93,4.1,4.9,-139.98
7,4.1,4.9,-139.59
7.06,4.1,4.9,-139.75
7.12,4.1,4.9,-139.3
7.19,4.1,4.9,-139.09
7.25,4.1,4.9,-139.64
7.31,4.1,4.9,-139.8
7.37,4.1,4.9,-139.65
7.44,4.1,4.9,-140.01
7.5,4.1,4.9,-139.22
7.56,3.8,4.4,-160.29
7.62,4.1,4.9,-138.95
7.69,4.1,4.9,-139.84
7.75,4.1,4.9,-139.63
7.81,4.1,4.9,-139.83
7.87,4.1,4.9,-139.81
7.94,4.1,4.9,-139.66
8,4.1,4.9,-139.77
8.06,4.1,4.9,-139.77
8.12,4.1,4.9,-139.85
8.19,4,4.9,-138.48
8.25,4.1,4.9,-137.97
8.31,4.1,5,-136.63
8.37,4.1,5,-135.42
8.44,4.2,5,-132.84
8.5,4.2,5.1,-130.66
8.56,4.2,5.1,-128.4
8.63,4.2,5.2,-126.51
8.69,4.3,5.3,-124.38
8.75,4.3,5.4,-122.46
8.82,4.3,5.5,-119.34
8.88,4.3,5.6,-116.1
8.94,4.3,5.7,-113.26
9,4.3,5.8,-109.46
9.07,4.3,5.9,-106.76
9.13,4.3,5.9,-103.63
9.19,4.3,5.9,-101.82
9.25,4.3,5.9,-99.28
9.32,4.2,5.9,-97.6
9.38,4.2,6,-95.26
9.44,4.1,6,-95.17
9.5,4.1,6.2,-90.03
9.57,4,6.3,-87.79
9.63,4,6.4,-84.86
9.69,4,6.5,-82.79
9.76,4,6.6,-80.32
9.82,3.9,6.7,-78.18
9.88,3.9,6.8,-75.27
9.94,3.9,6.9,-72.8
10.07,3.7,7.1,-68.61
10.13,3.8,7.2,-66.25
10.2,3.8,7.2,-63.77
10.26,3.8,7.3,-60.74
10.32,3.8,7.3,-58.75
10.39,3.8,7.4,-57.1
10.45,3.8,7.5,-54.76
10.51,3.8,7.6,-52.11
10.58,3.7,7.8,-47.21
10.7,4,7.9,-44.99
10.76,4,8,-42.8
10.83,4,7.9,-40.27
10.89,4,8,-39.73
10.95,4.1,8.1,-38.04
11.02,4.1,8.2,-35.76
11.08,4.1,8.3,-33.61
11.14,4.1,8.5,-32.25
11.21,4,8.6,-31.61
11.27,4,8.6,-30.92
11.33,3.9,8.8,-30.65
11.4,3.9,8.9,-29.57
11.46,3.8,9.1,-29.06
11.52,3.8,9.3,-28.1
11.59,3.8,9.4,-26.61
11.65,3.8,9.5,-24.74
11.71,3.8,9.6,-22.71
11.78,3.9,9.7,-20.27
11.84,3.9,9.8,-18.39
11.9,3.9,9.9,-16.83
11.97,3.9,9.9,-15.7
12.03,3.9,10,-14.24
12.09,3.9,10.1,-12.99
12.15,3.9,10.2,-12.43
12.22,3.9,10.3,-12.59
12.28,3.8,10.4,-12.1
12.34,3.8,10.6,-11.58
12.41,3.8,10.7,-11.57
12.47,3.8,10.8,-11.29
12.53,3.8,10.9,-11.01
12.6,3.7,11,-11.38
12.66,3.7,11.1,-11.75
12.72,3.7,11.2,-11.7
12.78,3.6,11.3,-11.63
12.84,3.7,11.5,-10.94
12.91,3.7,11.5,-10.17
12.97,3.7,11.6,-8.72
13.03,3.7,11.7,-7.63
13.1,3.7,11.8,-6.86
13.16,3.8,12,-5.54
13.22,3.9,12.1,-3.96
13.28,3.9,12.2,-3.08
13.35,3.9,12.4,-2.48
13.41,3.9,12.5,-2.55
13.47,3.9,12.6,-2.09
13.53,3.9,12.7,-2.56
13.6,3.9,12.8,-3.21
13.66,3.9,13,-3.65
13.72,3.9,13.1,-4.66
13.79,3.9,13.3,-5.6
13.85,3.8,13.4,-5.96
13.91,3.8,13.6,-6.63
13.97,3.8,13.7,-6.9
14.03,3.8,13.9,-6.59
14.1,3.9,14,-5.87
14.16,4,14.2,-4.3
14.22,4,14.4,-2.78
14.29,4.1,14.5,-2.02
14.35,4,14.7,-0.66
14.41,4.1,14.9,-0.79
14.54,4.2,15.2,-0.14
14.6,4.2,15.3,-0.33
14.66,4.1,15.4,-1.25
14.72,4.1,15.5,-1.88
14.79,4.1,15.6,-2.58
14.85,4,15.7,-4.26
14.91,3.9,15.8,-4.67
14.98,3.9,15.9,-6.1
15.04,3.8,16.1,-6.26
