# time (s), x(cm), y(cm), Turning Angle
0.12,8.1,9.2,-124.77
0.18,8,9.1,-124.26
0.25,7.8,9.1,-124.62
0.31,7.7,9,-124.94
0.37,7.5,8.9,-124.97
0.44,7.3,8.8,-125.98
0.5,7.2,8.7,-126.71
0.56,7.1,8.5,-126.53
0.62,6.9,8.4,-126.33
0.69,6.8,8.4,-124.19
0.75,6.7,8.4,-122.49
0.81,6.6,8.4,-120.94
0.88,6.5,8.3,-118.98
0.94,6.3,8.3,-118.93
1,6.1,8.3,-118.42
1.06,6,8.2,-118.24
1.13,5.9,8.1,-117.76
1.19,5.8,8,-117.71
1.25,5.7,8,-116.74
1.31,5.6,7.9,-116.14
1.38,5.4,7.8,-116.23
1.44,5.3,7.7,-116.57
1.5,5.2,7.6,-117.8
1.56,5,7.6,-118.62
1.62,4.9,7.5,-119.28
1.69,4.8,7.3,-120.85
1.75,4.8,7.2,-121.48
1.81,4.7,7.1,-122.86
1.87,4.6,7,-124.39
1.93,4.5,6.9,-126.56
2,4.4,6.8,-128
2.06,4.3,6.7,-130.01
2.12,4.2,6.6,-131.82
2.19,4.2,6.5,-134.82
2.25,4.1,6.4,-136.9
2.31,4.1,6.3,-138.95
2.37,4,6.1,-142.35
2.44,3.9,6,-143.75
2.5,3.9,5.8,-145.14
2.56,3.8,5.7,-145.6
2.62,3.7,5.7,-146.33
2.68,3.7,5.6,-147.46
2.75,3.6,5.5,-149.07
2.81,3.6,5.4,-150.91
2.87,3.6,5.3,-153.84
2.94,3.5,5.2,-155.8
3,3.5,5.2,-156.35
3.06,3.5,5.2,-157.6
3.12,3.5,5.1,-158.28
3.19,3.6,5.1,-160.4
3.25,3.7,5,-161.85
3.31,3.7,4.9,-163.56
3.38,3.8,4.8,-165.2
3.44,3.8,4.8,-166.22
3.5,3.9,4.8,-167.57
3.56,3.9,4.8,-168.81
3.62,3.9,4.8,-168.69
3.69,4,4.8,-168.36
3.75,4,4.8,-169.08
3.87,3.9,4.8,-170.76
3.94,4,4.8,-171.13
4,4,4.8,-171.61
4.06,4,4.8,-172.2
