# time (s), x(cm), y(cm), Turning Angle
1.12,8.7,8.6,-124.35
1.34,8.6,8.5,-123.05
1.4,8.4,8.4,-123.38
1.46,8.3,8.3,-124.01
1.53,8.2,8.2,-123.61
1.59,8,8,-123.23
1.65,7.8,7.9,-123.62
1.71,7.5,7.8,-123.25
1.77,7.3,7.7,-121.12
1.84,7.1,7.7,-119.78
1.9,6.9,7.6,-119.19
1.96,6.7,7.5,-118.13
2.02,6.5,7.4,-117.48
2.09,6.3,7.3,-117.93
2.15,6.1,7.2,-118.11
2.21,6,7,-119.56
2.27,5.8,6.8,-120.95
2.34,5.6,6.7,-121.48
2.4,5.4,6.6,-123.29
2.46,5.3,6.4,-123.13
2.52,5.2,6.3,-123.78
2.59,5.1,6.3,-123.28
2.65,5,6.2,-124.37
2.71,4.9,6.1,-124.72
2.77,4.8,6,-124.86
2.84,4.7,5.8,-125.95
2.9,4.6,5.7,-126.31
2.96,4.5,5.5,-127.87
3.02,4.5,5.4,-129.27
3.09,4.4,5.2,-132.23
3.15,4.4,5.1,-133.35
3.21,4.3,5.1,-134.32
3.28,4.2,5.1,-136
3.34,4.1,5,-137.37
3.4,4.1,5,-137.83
3.46,4,4.9,-137.86
3.53,3.9,4.8,-138.25
3.59,3.8,4.8,-137.35
3.65,3.7,4.7,-137.82
3.71,3.6,4.7,-137.32
3.78,3.6,4.7,-136.13
3.84,3.6,4.7,-135.23
3.9,3.6,4.8,-134.17
3.97,3.6,4.8,-132.72
4.03,3.6,4.8,-132.96
4.09,3.7,4.9,-131.59
4.15,3.7,4.9,-129.89
4.22,3.7,5,-127.7
4.28,3.8,5.1,-125.01
4.34,3.8,5.2,-121.54
4.41,3.8,5.3,-118.81
4.47,3.8,5.3,-116.44
4.53,3.8,5.4,-114.39
4.6,3.7,5.4,-112.79
4.66,3.8,5.4,-110.89
4.72,3.8,5.4,-107.86
4.78,3.8,5.5,-104.77
4.85,3.8,5.5,-102.39
4.91,3.7,5.6,-99.55
4.97,3.6,5.7,-96.98
5.04,3.6,5.7,-94.98
5.1,3.5,5.8,-92.27
5.16,3.5,5.8,-90.21
5.22,3.6,5.9,-87.71
5.29,3.6,5.9,-86.21
5.35,3.6,5.9,-85.26
5.41,3.6,6,-83.69
5.47,3.6,6,-81.89
5.53,3.6,6.1,-79.02
5.6,3.5,5.9,-74.77
5.66,3.5,6.1,-76.65
5.72,3.5,6.1,-76.03
5.78,3.5,6.1,-75.74
5.85,3.5,6.1,-75.73
5.91,3.5,6.2,-73.39
5.97,3.5,6.3,-71.03
6.1,3.6,6.5,-65.05
6.16,3.7,6.6,-63.54
6.22,3.8,6.6,-61.41
6.29,3.7,6.6,-60.96
6.35,3.8,6.7,-59.65
6.41,3.8,6.7,-57.96
6.47,3.8,6.8,-55.41
6.54,3.6,6.7,-46.6
6.6,3.8,6.9,-52.85
6.66,3.8,6.9,-50.7
6.73,3.8,6.9,-51.24
6.79,3.7,6.9,-50.08
6.85,3.7,6.9,-49.61
6.91,3.6,6.9,-49.48
6.98,3.6,6.9,-49.38
7.04,3.5,6.9,-47.99
7.1,3.5,6.9,-47.28
7.17,3.5,7,-46.64
7.23,3.4,7,-46.22
7.29,3.4,7,-45.96
7.36,3.4,7.1,-45.04
7.42,3.4,7.2,-43.22
7.48,3.5,7.3,-40.15
7.54,3.6,7.4,-36.82
7.61,3.5,7.5,-34.76
7.67,3.5,7.6,-33.47
7.73,3.5,7.7,-31.73
7.79,3.5,7.8,-31.38
7.86,3.4,7.9,-30.78
7.92,3.4,8,-30.12
7.98,3.3,8.1,-29.31
8.05,3.4,8.1,-28.4
8.11,3.3,8.1,-27.78
8.17,3.3,8.2,-27.15
8.24,3.3,8.3,-26.7
8.3,3.3,8.4,-25.9
8.42,3.2,8.5,-25.3
8.49,3.2,8.6,-24.45
8.55,3.2,8.6,-23.81
8.61,3.2,8.7,-24.11
8.68,3.2,8.8,-22.95
8.74,3.2,8.9,-22.8
8.8,3.2,9,-20.54
8.87,3.3,9.1,-18.91
8.93,3.2,9.2,-17.05
8.99,3.2,9.3,-16.98
9.05,3.2,9.4,-16.03
9.12,3.2,9.5,-14.96
9.18,3.2,9.6,-14.23
9.25,3.3,9.7,-13.03
9.31,3.3,9.9,-12.46
9.37,3.4,10,-11.51
9.44,3.5,10.1,-10.09
9.5,3.5,10.2,-9.16
9.56,3.5,10.3,-9.19
9.62,3.5,10.4,-9.55
9.68,3.5,10.5,-8.87
9.75,3.5,10.6,-9.04
9.81,3.5,10.7,-9.04
9.87,3.5,10.8,-9.19
9.93,3.5,10.9,-9.44
10,3.5,11,-9.9
10.06,3.5,11.1,-9.52
10.12,3.5,11.3,-8.96
10.19,3.5,11.5,-9.39
10.25,3.5,11.6,-9.83
10.31,3.5,11.7,-9.03
10.38,3.5,11.8,-9.14
10.44,3.7,12,-8.65
10.5,3.7,12.2,-7.41
10.57,3.8,12.4,-6.28
10.63,3.9,12.6,-5.78
10.69,5.6,10.2,-6.32
10.75,3.9,12.9,-6.19
10.82,3.9,13,-6.57
10.88,3.9,13.1,-6.79
10.94,3.9,13.3,-7.14
11.01,3.9,13.4,-8.09
11.07,3.8,13.6,-8.71
11.13,3.8,13.8,-9.71
11.19,3.7,13.9,-10.54
11.25,3.8,14,-11.06
11.32,3.9,14.2,-11.3
11.38,3.8,14.3,-10.59
11.44,3.9,14.5,-10.36
11.51,4,14.7,-9.75
11.57,4,14.9,-9.37
11.63,4,15.1,-9.29
11.69,4,15.3,-9.36
11.75,4,15.5,-8.17
11.82,4,15.6,-8.74
11.88,4,15.7,-9.47
11.94,4,15.8,-10.32
12.01,4,16,-12.8
12.07,4,16,-11.4
12.13,4,16.2,-11.74
12.19,4,16.3,-11.57
12.26,3.9,16.4,-11.95
12.32,3.9,16.5,-12.43
12.38,3.9,16.6,-13.57
12.45,3.8,16.8,-12.92
12.51,3.8,17,-12.5
12.57,3.9,17.1,-11.04
12.64,3.9,17.3,-11.51
12.7,3.9,17.5,-10.87
12.76,4,17.6,-10.02
12.83,4,17.8,-10.9
12.89,4,18,-10.63
12.95,3.9,18.1,-9.86
13.02,3.9,18.3,-8.46
13.08,3.9,18.4,-9.26
13.14,3.8,18.5,-10.86
13.2,3.7,18.7,-11.42
13.27,3.6,18.8,-12.26
13.33,3.6,19,-12.4
13.39,3.5,19.2,-13.41
