1.00,0.00,-45.90,-27.70,4.20,14.20,20.70,4.70,0.00
1.00,0.00,-45.10,-29.30,7.30,15.00,21.30,5.20,0.00
1.00,0.00,-46.00,-29.00,6.90,14.20,22.40,4.40,0.00
1.00,0.00,-46.00,-29.00,6.90,12.80,22.20,4.70,0.00
1.00,0.00,-41.60,-28.70,3.90,7.10,25.40,5.00,0.00
1.00,0.00,-41.40,-28.10,4.50,8.50,33.70,5.10,0.00
1.00,0.00,-41.40,-28.10,4.50,9.50,29.90,4.90,0.00
1.00,0.00,-42.00,-28.30,7.90,9.80,23.60,5.60,0.00
1.00,0.00,-44.60,-29.00,7.20,14.60,22.80,4.60,0.00
1.00,0.00,-42.60,-27.70,7.80,14.90,24.80,5.50,0.00
1.00,0.00,-44.70,-27.70,5.20,16.00,28.40,4.80,0.00
1.00,0.00,-41.60,-30.20,5.80,14.90,38.30,5.30,0.00
1.00,0.00,-41.30,-30.60,5.10,14.50,41.70,4.70,0.00
1.00,0.00,-41.30,-30.60,5.10,13.60,25.60,5.60,0.00
1.00,0.00,-44.40,-28.90,6.00,14.40,25.20,5.40,0.00
1.00,0.00,-43.80,-28.30,7.20,13.30,28.50,5.30,0.00
1.00,0.00,-43.80,-28.30,7.20,14.80,41.20,5.20,0.00
1.00,0.00,-41.90,-27.40,4.50,15.90,44.00,5.00,0.00
1.00,0.00,-44.70,-28.10,8.10,15.20,27.60,5.30,0.00
1.00,0.00,-44.70,-28.10,8.10,15.00,24.70,5.70,0.00
1.00,0.00,-45.10,-30.80,6.70,15.00,30.00,5.50,0.00
1.00,0.00,-45.10,-30.80,6.70,17.00,42.80,5.30,0.00
1.00,0.00,-41.30,-27.50,6.40,15.60,52.20,5.10,0.00
1.00,0.00,-41.40,-28.40,6.30,17.00,46.90,5.40,0.00
1.00,0.00,-47.50,-28.30,9.00,11.70,24.20,5.00,0.00
1.00,0.00,-47.40,-27.70,8.50,13.00,26.90,5.40,0.00
1.00,0.00,-47.40,-27.70,8.50,15.80,50.50,5.20,0.00
1.00,0.00,-40.70,-28.40,5.50,16.50,55.10,5.50,0.00
1.00,0.00,-41.90,-27.70,6.30,15.70,55.10,5.30,0.00
1.00,0.00,-41.90,-27.70,6.30,15.80,57.40,5.10,0.00
1.00,0.00,-42.60,-29.60,6.00,15.80,57.40,4.30,0.00
1.00,0.00,-42.60,-29.60,6.00,19.10,65.30,4.40,0.00
1.00,0.00,-42.20,-30.00,6.30,17.30,43.10,5.10,0.00
1.00,0.00,-39.50,-30.20,4.60,17.00,26.10,4.70,0.00
1.00,0.00,-34.10,-28.40,4.20,15.10,24.00,4.80,0.00
1.00,0.00,-36.60,-27.70,4.80,17.20,22.70,4.40,0.00
1.00,0.00,-36.60,-27.70,4.80,17.60,32.00,4.40,0.00
1.00,0.00,-42.60,-28.10,6.00,17.50,53.30,4.30,0.00
1.00,0.00,-42.30,-29.00,6.90,17.60,45.40,4.40,0.00
1.00,0.00,-41.30,-30.60,7.90,17.40,62.40,4.50,0.00
1.00,0.00,-42.00,-28.30,5.80,17.70,34.90,4.90,0.00
1.00,0.00,-39.00,-29.50,6.40,16.60,33.70,4.70,0.00
1.00,0.00,-39.80,-29.50,7.20,15.90,33.80,4.30,0.00
1.00,0.00,-38.00,-30.20,6.90,16.60,24.60,4.20,0.00
1.00,0.00,-35.90,-27.70,7.30,16.20,20.70,3.90,0.00
1.00,0.00,-35.00,-26.80,6.10,16.00,18.40,4.70,0.00
1.00,0.00,-33.60,-26.90,6.30,17.10,20.50,4.60,0.00
1.00,0.00,-40.70,-30.30,6.30,16.60,37.40,4.80,0.00
1.00,0.00,-39.90,-29.60,7.00,18.00,40.10,4.70,0.00
1.00,0.00,-39.90,-29.60,7.00,16.50,23.20,4.90,0.00
1.00,0.00,-39.60,-28.90,7.00,16.40,20.20,4.20,0.00
1.00,0.00,-33.60,-27.70,5.50,15.80,17.90,4.30,0.00
1.00,0.00,-35.00,-28.70,6.40,17.30,19.30,4.10,0.00
1.00,0.00,-35.00,-27.10,6.10,16.50,21.00,4.60,0.00
1.00,0.00,-38.90,-27.70,10.00,13.00,27.80,4.90,0.00
1.00,0.00,-39.60,-26.90,9.30,12.70,36.80,4.90,0.00
1.00,0.00,-40.70,-25.70,8.10,16.70,49.70,5.10,0.00
1.00,0.00,-42.80,-26.00,6.90,13.10,62.70,5.10,0.00
1.00,0.00,-42.30,-26.80,6.40,17.70,34.70,5.30,0.00
1.00,0.00,-42.30,-26.80,6.40,17.90,24.00,5.30,0.00
1.00,0.00,-43.80,-27.50,5.80,16.00,21.40,5.60,0.00
1.00,0.00,-43.80,-27.50,5.80,11.80,21.90,5.20,0.00
1.00,0.00,-43.80,-28.30,5.10,13.30,22.90,5.10,0.00
1.00,0.00,-42.80,-29.00,4.60,10.90,23.90,5.50,0.00
1.00,0.00,-42.30,-29.80,3.90,7.30,26.40,5.30,0.00
1.00,0.00,-39.80,-30.90,5.10,9.40,25.20,5.10,0.00
1.00,0.00,-42.30,-29.00,4.30,12.50,21.80,5.80,0.00
1.00,0.00,-45.90,-27.70,7.00,14.10,21.20,5.90,0.00
1.00,0.00,-46.20,-28.40,7.80,15.10,21.30,5.20,0.00
1.00,0.00,-43.10,-29.50,6.10,14.30,27.80,5.60,0.00
1.00,0.00,-42.00,-28.30,4.30,16.40,36.20,5.40,0.00
1.00,0.00,-39.50,-28.30,5.40,17.80,42.20,5.40,0.00
1.00,0.00,-39.90,-30.30,6.00,18.60,26.80,5.40,0.00
1.00,0.00,-42.90,-27.40,6.70,17.00,24.80,5.50,0.00
1.00,0.00,-42.20,-28.90,9.30,17.20,31.10,5.80,0.00
1.00,0.00,-41.10,-29.30,7.30,18.20,45.20,5.60,0.00
1.00,0.00,-41.10,-29.30,7.30,17.00,40.30,4.90,0.00
1.00,0.00,-38.30,-28.70,6.10,16.90,35.50,5.40,0.00
1.00,0.00,-37.80,-28.40,5.50,17.40,38.20,4.90,0.00
1.00,0.00,-38.70,-28.70,6.40,17.10,53.70,5.40,0.00
1.00,0.00,-41.00,-26.80,4.60,17.60,61.50,4.80,0.00
1.00,0.00,-41.00,-26.80,4.60,17.70,60.40,5.30,0.00
1.00,0.00,-37.80,-28.40,7.30,16.40,25.10,5.10,0.00
1.00,0.00,-33.30,-27.40,4.20,15.90,23.10,5.00,0.00
1.00,0.00,-33.50,-28.00,6.40,14.80,21.70,4.50,0.00
1.00,0.00,-34.20,-27.10,6.90,15.00,23.60,4.40,0.00
1.00,0.00,-34.20,-27.10,6.90,15.60,27.70,4.90,0.00
1.00,0.00,-38.30,-27.50,8.40,16.60,30.90,5.00,0.00
1.00,0.00,-38.30,-29.00,8.40,18.10,30.40,4.90,0.00
1.00,0.00,-38.90,-29.60,7.00,17.80,30.60,5.10,0.00
1.00,0.00,-37.20,-27.10,7.60,16.90,28.50,4.50,0.00
1.00,0.00,-37.20,-27.10,7.60,16.40,24.60,5.00,0.00
1.00,0.00,-37.10,-29.30,5.50,16.50,19.30,4.50,0.00
1.00,0.00,-35.60,-25.70,6.70,14.20,18.90,4.80,0.00
1.00,0.00,-33.60,-29.60,6.00,16.50,19.20,5.00,0.00
1.00,0.00,-33.90,-26.80,7.90,17.00,20.10,4.10,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,-46.20,-32.70,-0.10,5.90,39.70,4.70,0.00
1.00,0.00,-44.60,-29.80,3.10,8.50,27.60,4.80,0.00
1.00,0.00,-46.20,-30.80,2.70,8.90,32.40,4.40,0.00
1.00,0.00,-46.90,-30.80,2.70,9.00,33.50,5.10,0.00
1.00,0.00,-45.30,-32.10,1.80,4.50,120.00,5.00,0.00
1.00,0.00,-38.90,-32.30,0.10,6.10,120.00,4.80,0.00
1.00,0.00,-37.40,-31.50,-0.90,8.50,120.00,4.70,0.00
1.00,0.00,-38.40,-31.80,0.10,9.60,120.00,4.80,0.00
1.00,0.00,-38.40,-29.60,0.90,9.80,120.00,4.40,0.00
1.00,0.00,-38.40,-29.60,0.90,11.60,120.00,4.40,0.00
1.00,0.00,-43.40,-31.80,0.90,8.20,120.00,4.40,0.00
1.00,0.00,-43.40,-31.80,0.90,6.50,120.00,3.90,0.00
1.00,0.00,-41.10,-33.80,-2.70,10.90,120.00,4.50,0.00
1.00,0.00,-36.60,-32.30,0.40,14.90,28.90,4.40,0.00
1.00,0.00,-36.60,-32.30,0.40,16.70,23.20,4.60,0.00
1.00,0.00,-33.50,-27.50,5.40,14.40,23.30,3.80,0.00
1.00,0.00,-30.30,-25.40,4.80,11.20,19.40,4.50,0.00
1.00,0.00,-35.60,-30.80,2.70,8.00,120.00,4.80,0.00
1.00,0.00,-35.60,-30.80,2.70,4.60,120.00,4.10,0.00
1.00,0.00,-45.30,-24.10,11.70,4.40,43.80,5.70,0.00
1.00,0.00,-46.60,-25.40,11.40,5.70,32.50,5.40,0.00
1.00,0.00,-46.60,-27.40,10.00,14.80,23.60,5.00,0.00
1.00,0.00,-48.40,-28.40,5.50,13.90,22.40,4.50,0.00
1.00,0.00,-48.90,-28.10,4.80,14.10,24.00,4.40,0.00
1.00,0.00,-49.30,-29.80,0.30,15.90,23.40,3.90,0.00
1.00,0.00,-46.90,-30.80,1.20,14.00,22.30,4.20,0.00
1.00,0.00,-42.00,-31.70,1.00,15.60,24.90,4.90,0.00
1.00,0.00,-40.20,-30.90,-0.60,15.10,52.20,4.70,0.00
1.00,0.00,-40.20,-30.90,-0.60,12.30,120.00,4.10,0.00
