# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-26.00,-17.80,-4.80,6.90,21.00,3.40
0.05,1.00,0.00,-24.50,-16.10,-4.80,3.00,21.60,3.50
0.12,1.00,0.00,-26.50,-15.20,1.30,11.80,21.50,4.30
0.18,1.00,0.00,-26.00,-16.10,-0.40,13.80,22.80,4.10
0.25,1.00,0.00,-23.60,-16.40,-6.90,7.60,21.20,3.90
0.31,1.00,0.00,-23.60,-16.40,-6.90,8.90,22.30,3.30
0.37,1.00,0.00,-22.90,-16.70,-7.20,5.20,22.70,3.90
0.44,1.00,0.00,-22.60,-17.30,-7.30,3.10,23.70,3.80
0.50,1.00,0.00,-23.30,-15.80,-8.50,7.00,24.60,3.80
0.56,1.00,0.00,-23.90,-17.50,-7.60,6.30,23.20,3.40
0.63,1.00,0.00,-23.80,-18.50,-11.10,16.50,22.90,2.70
0.69,1.00,0.00,-24.20,-17.50,-8.70,17.70,22.80,3.20
0.75,1.00,0.00,-24.20,-17.50,-8.70,12.50,22.30,3.40
0.82,1.00,0.00,-26.00,-16.60,-8.50,13.70,22.70,3.80
0.88,1.00,0.00,-27.70,-18.40,-6.90,16.80,22.20,5.10
0.94,1.00,0.00,-27.70,-18.40,-6.90,16.70,21.10,4.50
1.01,1.00,0.00,-26.90,-17.90,-5.10,16.10,22.20,5.20
1.07,1.00,0.00,-26.20,-18.40,-5.10,17.00,21.50,4.90
1.13,1.00,0.00,-25.00,-18.70,-5.40,15.40,21.20,5.20
1.20,1.00,0.00,-25.40,-17.50,-6.10,17.60,20.90,5.80
1.26,1.00,0.00,-23.80,-17.80,-7.80,14.60,19.40,5.50
1.32,1.00,0.00,-24.10,-17.00,-5.50,14.30,19.20,5.60
1.39,1.00,0.00,-24.10,-17.00,-5.50,16.40,17.90,6.60
1.45,1.00,0.00,-25.00,-13.80,2.80,16.00,17.50,7.60
1.51,1.00,0.00,-25.00,-13.80,2.80,12.90,16.70,6.60
1.58,1.00,0.00,-21.10,-12.40,-0.40,12.50,16.20,6.20
1.64,1.00,0.00,-22.30,-13.50,-2.70,12.10,16.30,7.00
1.70,1.00,0.00,-19.40,-14.50,-4.30,16.00,16.10,6.30
1.77,1.00,0.00,-19.00,-13.50,-5.20,13.50,16.20,6.60
1.83,1.00,0.00,-19.10,-14.80,-4.30,10.70,15.90,8.00
1.89,1.00,0.00,-23.60,-14.10,2.50,14.40,17.00,13.70
1.96,1.00,0.00,-24.50,-14.40,0.40,13.30,16.80,12.10
2.02,1.00,0.00,-21.70,-13.30,-2.50,3.70,16.10,11.70
2.09,1.00,0.00,-22.90,-14.10,-1.80,8.50,15.80,14.10
2.15,1.00,0.00,-21.50,-15.10,-2.20,10.70,15.20,19.30
2.21,1.00,0.00,-21.50,-15.10,-2.20,9.20,14.60,21.00
2.27,1.00,0.00,-19.90,-13.30,-1.30,11.20,13.80,20.20
2.34,1.00,0.00,-19.70,-10.90,-1.20,8.60,13.30,16.90
2.40,1.00,0.00,-15.80,-10.30,1.80,9.10,11.70,23.10
2.46,1.00,0.00,-17.60,-9.10,2.80,11.10,11.70,23.90
2.53,1.00,0.00,-20.60,-11.40,3.10,9.90,12.10,23.10
2.59,1.00,0.00,-18.70,-12.30,0.30,11.20,11.70,21.40
2.65,1.00,0.00,-18.70,-12.30,0.30,8.20,11.70,23.30
2.72,1.00,0.00,-15.40,-9.60,0.60,10.90,11.60,24.00
2.78,1.00,0.00,-16.00,-10.00,0.10,9.30,11.40,23.70
2.85,1.00,0.00,-15.20,-8.20,-0.10,10.30,10.80,24.60
2.91,1.00,0.00,-15.40,-9.10,-0.60,13.60,10.80,23.40
2.97,1.00,0.00,-13.20,-6.10,-2.80,12.40,11.00,22.10
3.03,1.00,0.00,-13.80,-6.30,-0.90,14.00,11.00,24.30
3.10,1.00,0.00,-13.80,-6.30,-0.90,10.00,10.80,21.50
3.16,1.00,0.00,-22.60,-12.00,2.70,13.10,11.70,20.90
3.22,1.00,0.00,-22.40,-12.60,-1.30,12.70,13.00,21.10
3.29,0.00,0.00,-22.40,-12.60,-1.30,11.20,12.80,22.20
3.35,1.00,0.00,-20.60,-13.30,-2.50,15.30,13.80,16.70
3.41,1.00,0.00,-21.40,-13.00,-6.40,22.40,15.50,9.70
3.48,1.00,0.00,-20.60,-12.30,-6.40,14.30,17.20,35.40
3.54,1.00,0.00,-27.70,-15.70,-1.80,14.30,20.50,30.20
3.60,1.00,0.00,-28.60,-15.10,-3.00,14.50,21.40,13.30
3.67,1.00,0.00,-28.60,-15.10,-3.00,16.00,20.40,11.50
3.73,1.00,0.00,-26.50,-14.80,-3.60,17.10,21.20,12.90
3.79,1.00,0.00,-22.60,-14.40,-8.50,19.10,20.10,5.30
3.86,1.00,0.00,-21.70,-13.80,-10.90,20.30,19.50,4.70
3.92,1.00,0.00,-21.70,-13.80,-10.90,20.60,19.80,3.80
3.98,1.00,0.00,-22.40,-16.00,-7.20,10.80,19.80,3.90
4.05,1.00,0.00,-19.70,-14.40,-6.30,11.90,18.40,3.60
4.11,1.00,0.00,-19.70,-14.40,-6.30,13.90,19.40,4.50
4.18,1.00,0.00,-25.40,-16.00,-2.10,14.50,20.70,10.70
4.24,1.00,0.00,-26.60,-16.60,-0.40,16.10,21.40,5.70
4.30,1.00,0.00,-21.80,-13.90,-6.70,12.20,18.50,5.20
4.37,1.00,0.00,-21.80,-13.90,-6.70,10.00,18.40,5.70
4.43,1.00,0.00,-21.70,-12.60,-2.80,8.00,16.80,5.40
4.49,1.00,0.00,-21.70,-12.60,-2.80,14.00,16.40,5.20
4.56,1.00,0.00,-27.10,-17.00,0.40,14.60,19.90,19.50
4.62,1.00,0.00,-27.10,-17.00,0.40,16.20,18.30,19.60
4.68,1.00,0.00,-23.60,-15.20,0.30,12.60,16.70,18.30
4.74,1.00,0.00,-23.60,-15.20,0.30,9.00,15.80,16.00
4.81,1.00,0.00,-21.10,-12.00,-0.90,6.20,14.30,10.60
4.87,1.00,0.00,-19.00,-8.50,-0.40,8.90,13.70,8.70
4.94,1.00,0.00,-17.90,-9.60,1.80,4.10,14.10,20.10
5.00,1.00,0.00,-21.50,-12.00,2.70,13.60,16.30,21.90
5.06,1.00,0.00,-23.20,-15.20,2.10,8.90,15.40,21.40
5.13,1.00,0.00,-20.80,-13.90,1.20,4.80,14.00,21.90
