# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-10.80,23.50,-10.00,20.30,7.40,18.40
0.07,1.00,0.00,-9.10,19.90,-12.30,19.00,6.40,23.60
0.13,1.00,0.00,-9.10,19.90,-12.30,19.10,7.70,20.40
0.19,1.00,0.00,-10.00,22.30,-10.30,18.90,7.00,28.30
0.26,1.00,0.00,-10.00,22.30,-10.30,18.90,6.20,28.90
0.32,1.00,0.00,-9.60,19.10,-10.20,18.40,6.80,24.60
0.38,1.00,0.00,-9.60,19.90,-7.90,18.30,7.00,20.30
0.45,1.00,0.00,-9.30,18.50,-7.30,18.50,6.90,22.70
0.51,1.00,0.00,-9.30,18.50,-7.30,18.70,6.80,28.30
0.58,1.00,0.00,-9.10,20.90,-3.90,18.60,6.70,27.70
0.64,1.00,0.00,-9.10,20.90,-3.90,18.20,7.00,30.10
0.70,1.00,0.00,-9.30,17.30,-4.80,16.80,6.10,48.70
0.77,1.00,0.00,-9.90,13.30,-3.60,17.10,6.60,45.90
0.83,1.00,0.00,-9.70,19.60,-2.20,17.50,6.30,37.60
0.90,1.00,0.00,-9.70,19.60,-2.20,17.30,6.20,39.20
0.96,1.00,0.00,-8.70,14.70,-3.70,17.20,6.20,40.20
1.02,1.00,0.00,-9.30,17.00,-3.40,17.10,6.00,28.40
1.08,1.00,0.00,-9.30,17.00,-3.40,16.50,5.80,33.30
1.15,1.00,0.00,-9.30,13.90,-4.50,15.40,5.80,41.90
1.21,1.00,0.00,-8.40,14.50,-5.40,16.10,6.00,36.40
1.28,1.00,0.00,-8.40,16.40,-4.60,16.40,6.20,31.00
1.34,1.00,0.00,-9.10,13.30,-4.60,15.10,5.80,37.60
1.40,1.00,0.00,-7.90,13.20,-6.30,15.50,6.00,35.90
1.47,1.00,0.00,-9.30,12.70,-6.30,16.20,6.40,30.70
1.53,1.00,0.00,-5.50,16.00,-3.90,15.90,6.30,27.10
1.59,1.00,0.00,-8.80,16.70,-3.10,15.10,5.90,28.90
1.66,1.00,0.00,-9.30,14.70,-3.70,14.50,5.80,37.90
1.72,1.00,0.00,-9.30,14.70,-3.70,15.20,6.10,44.30
1.78,1.00,0.00,-7.90,16.60,-3.40,14.80,5.80,51.90
1.85,1.00,0.00,-7.90,16.60,-3.40,13.70,5.70,52.20
1.91,1.00,0.00,-7.30,17.20,-3.90,14.30,5.40,37.60
1.97,1.00,0.00,-6.90,15.20,-2.50,13.00,5.90,19.20
2.04,1.00,0.00,-5.50,12.30,-5.40,12.90,5.90,15.80
2.10,1.00,0.00,-4.80,9.10,-7.20,13.10,6.30,13.80
2.17,1.00,0.00,-4.80,9.10,-7.20,12.10,5.90,15.00
2.23,1.00,0.00,-7.30,10.60,-6.90,12.90,5.70,17.00
2.29,1.00,0.00,-7.30,12.60,-7.20,13.40,6.60,16.30
2.36,1.00,0.00,-6.70,15.10,-5.50,13.60,6.60,17.60
2.42,1.00,0.00,-6.70,15.10,-5.50,13.80,6.90,17.00
2.48,1.00,0.00,-7.30,16.00,-2.80,13.30,6.50,19.80
2.55,1.00,0.00,-5.50,17.50,-3.60,13.60,6.50,23.00
2.61,1.00,0.00,-5.70,13.50,-4.80,12.20,5.40,10.90
2.68,1.00,0.00,-6.60,13.30,-2.10,11.90,5.40,11.10
2.74,1.00,0.00,-6.40,15.80,-3.00,13.20,7.10,20.00
2.80,1.00,0.00,-6.40,15.80,-3.00,12.70,6.70,15.30
2.87,1.00,0.00,-6.70,15.80,-0.40,12.00,6.50,11.50
2.93,1.00,0.00,-6.70,15.80,-0.40,12.60,6.50,11.20
3.00,1.00,0.00,-4.80,17.50,-3.60,11.60,6.50,11.10
3.06,0.00,0.00,-5.80,14.10,-2.10,11.00,6.10,10.20
3.12,1.00,0.00,-4.20,16.60,-5.50,10.40,6.10,10.40
3.19,1.00,0.00,-5.10,18.40,-3.90,12.00,8.00,11.20
3.25,1.00,0.00,-5.80,19.90,-1.30,11.70,8.00,11.10
3.32,1.00,0.00,-5.80,19.10,-0.30,11.80,7.70,10.90
3.38,1.00,0.00,-5.80,11.40,-0.30,10.00,5.90,11.20
3.44,1.00,0.00,-5.80,8.70,-3.10,9.80,6.30,10.40
3.51,1.00,0.00,-5.80,8.70,-3.10,11.40,7.10,9.70
3.57,1.00,0.00,-6.70,19.60,-1.50,11.10,7.20,10.00
3.63,1.00,0.00,-5.10,18.40,-3.60,10.60,7.50,10.30
3.70,1.00,0.00,-4.90,17.00,-6.70,11.20,6.80,10.20
3.76,1.00,0.00,-5.50,20.20,-10.90,11.10,6.80,10.50
3.82,1.00,0.00,-6.90,19.90,-7.90,11.90,8.20,12.90
3.89,1.00,4.00,-6.90,19.90,-7.90,13.10,9.00,50.60
3.95,1.00,4.00,-12.30,35.70,-6.30,16.20,9.00,74.90
4.02,1.00,4.00,-12.30,35.70,-6.30,16.60,9.40,77.80
4.08,1.00,4.00,-15.40,35.60,-8.40,18.70,8.90,73.10
4.14,1.00,4.00,-15.20,35.40,-9.30,20.40,8.60,70.00
4.21,1.00,0.00,-13.60,32.40,-7.60,20.90,8.80,59.50
4.27,1.00,0.00,-13.60,32.40,-7.60,20.60,6.40,40.20
4.34,1.00,0.00,-10.50,23.90,-11.80,19.50,6.30,28.40
4.40,1.00,0.00,-10.60,25.30,-15.50,12.20,5.70,23.90
4.46,1.00,0.00,-10.60,25.30,-15.50,8.30,5.30,22.20
4.53,1.00,0.00,-10.30,18.70,-23.90,9.10,5.40,20.70
4.59,1.00,0.00,-9.70,18.10,-17.20,15.70,5.90,22.00
4.65,1.00,0.00,-9.90,18.40,-16.30,18.20,5.30,21.80
4.72,1.00,0.00,-9.10,19.40,-14.50,18.30,6.10,21.70
4.78,1.00,0.00,-10.00,20.00,-14.40,18.50,4.80,30.10
