# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,-17.80,-12.40,-10.60,20.50,18.90,4.90
0.07,0.00,0.00,-17.80,-12.40,-10.60,19.60,19.50,4.70
0.13,0.00,0.00,-20.50,-13.20,-8.50,20.30,19.40,4.90
0.19,0.00,0.00,-16.70,-12.00,-11.80,20.10,18.80,4.90
0.26,0.00,0.00,-20.00,-14.70,-8.10,19.50,19.30,4.60
0.32,0.00,0.00,-17.60,-13.00,-10.90,21.60,18.80,4.90
0.38,0.00,0.00,-18.40,-11.10,-11.70,19.60,19.30,5.20
0.45,0.00,0.00,-16.90,-11.40,-10.50,19.90,19.10,5.40
0.51,0.00,0.00,-16.90,-11.40,-10.50,20.80,19.50,5.60
0.57,0.00,0.00,-19.40,-11.80,-10.20,20.40,18.80,4.80
0.64,0.00,0.00,-18.40,-13.30,-10.90,19.90,19.00,5.00
0.70,0.00,0.00,-18.40,-13.30,-10.90,19.40,19.10,4.80
0.77,0.00,0.00,-18.50,-13.50,-11.10,18.90,18.80,5.00
0.83,0.00,0.00,-18.40,-11.40,-11.70,19.80,19.40,5.70
0.89,0.00,0.00,-18.40,-11.40,-11.70,20.90,19.00,5.50
0.96,0.00,0.00,-18.50,-11.20,-11.10,20.90,19.40,5.20
1.02,0.00,0.00,-17.90,-12.60,-11.70,19.80,18.60,4.60
1.08,0.00,0.00,-18.20,-12.40,-8.50,19.70,18.90,5.10
1.15,0.00,0.00,-18.20,-12.40,-8.50,21.40,18.70,4.80
1.21,0.00,0.00,-17.80,-13.50,-10.30,20.10,19.10,4.80
1.27,0.00,0.00,-17.80,-12.40,-10.30,18.20,18.60,5.20
1.34,0.00,0.00,-18.40,-13.30,-9.40,20.30,18.30,4.70
1.40,0.00,0.00,-18.40,-12.30,-10.90,19.00,18.60,4.70
1.46,0.00,0.00,-16.30,-13.20,-10.60,19.70,19.00,4.80
1.53,0.00,0.00,-16.30,-13.20,-10.60,19.00,19.00,4.90
1.59,0.00,0.00,-16.70,-13.20,-10.60,17.80,18.80,5.10
1.65,0.00,0.00,-16.10,-13.00,-9.40,20.30,18.80,4.90
1.72,0.00,0.00,-19.70,-12.00,-10.60,19.70,19.40,5.10
1.78,0.00,0.00,-17.00,-11.20,-10.00,20.70,19.10,5.10
1.84,0.00,0.00,-17.60,-13.00,-10.50,20.40,19.00,4.50
1.91,0.00,0.00,-17.50,-12.70,-10.30,18.10,19.20,5.00
1.97,0.00,0.00,-17.50,-12.70,-10.30,20.00,19.60,4.90
2.04,0.00,0.00,-20.00,-12.70,-10.00,18.30,18.90,4.70
2.10,0.00,0.00,-20.00,-12.70,-10.00,18.20,18.70,4.50
2.16,0.00,0.00,-16.70,-13.20,-10.00,19.20,19.40,5.30
2.23,0.00,0.00,-16.70,-13.20,-10.00,18.90,19.30,4.70
2.29,0.00,0.00,-17.00,-12.70,-11.10,19.90,19.00,4.90
2.35,0.00,0.00,-17.00,-12.70,-11.10,19.90,18.80,5.50
2.42,0.00,0.00,-17.50,-11.70,-10.00,19.40,19.20,4.70
2.48,0.00,0.00,-17.30,-12.60,-11.20,19.60,18.90,5.30
2.55,1.00,0.00,-17.00,-12.70,-9.30,21.00,19.60,4.90
2.61,1.00,0.00,-18.70,-12.60,-10.20,21.20,19.00,4.60
2.67,1.00,0.00,-19.00,-14.40,-10.00,18.50,19.40,4.50
2.74,1.00,0.00,-19.00,-14.40,-10.00,18.10,19.10,5.30
2.80,1.00,0.00,-17.60,-11.40,-10.20,20.80,18.80,5.10
2.86,1.00,0.00,-17.60,-13.00,-10.90,18.90,18.60,5.00
2.93,0.00,0.00,-17.60,-13.00,-10.90,20.50,18.90,5.30
2.99,0.00,0.00,-17.60,-13.00,-10.90,20.80,19.20,5.10
3.06,0.00,0.00,-17.60,-13.00,-10.90,20.30,18.90,5.10
3.12,1.00,0.00,-17.50,-12.70,-10.00,20.00,18.90,5.10
3.18,1.00,0.00,-17.50,-12.70,-10.00,19.50,19.40,4.80
3.25,1.00,0.00,-19.00,-12.70,-9.30,19.80,19.20,5.00
3.38,0.00,0.00,-18.40,-13.00,-9.70,18.00,19.40,4.60
3.44,0.00,0.00,-19.40,-13.00,-10.50,20.10,19.60,4.80
3.50,0.00,0.00,-20.50,-12.40,-12.10,18.10,19.10,4.40
3.56,0.00,0.00,-17.60,-13.30,-11.20,19.60,19.20,4.70
3.63,0.00,0.00,-16.00,-13.90,-10.60,20.30,18.90,5.00
3.69,0.00,0.00,-18.70,-14.50,-10.20,20.20,19.40,5.10
3.76,0.00,0.00,-20.90,-13.80,-10.90,21.00,19.60,4.80
3.82,0.00,0.00,-19.30,-13.90,-8.50,18.30,20.10,5.00
3.88,0.00,0.00,-19.30,-13.90,-8.50,19.40,20.00,4.40
3.95,0.00,0.00,-17.00,-13.20,-9.60,19.00,19.90,5.00
4.01,0.00,0.00,-19.00,-11.70,-9.30,21.70,19.40,4.90
4.08,0.00,0.00,-19.00,-11.70,-9.30,19.60,20.40,5.00
4.14,1.00,0.00,-19.10,-13.30,-10.20,18.60,19.70,5.00
4.20,0.00,0.00,-19.10,-12.30,-10.90,18.60,19.40,5.00
4.27,0.00,0.00,-19.10,-12.30,-10.90,19.70,19.00,5.30
4.33,0.00,0.00,-19.40,-13.30,-9.00,20.50,19.50,5.30
4.40,0.00,0.00,-19.10,-14.10,-10.50,19.60,19.40,4.70
4.46,0.00,0.00,-16.60,-13.80,-9.40,18.50,19.40,4.90
4.52,1.00,0.00,-16.60,-13.80,-9.40,19.70,19.50,4.50
4.59,1.00,0.00,-20.50,-14.40,-8.50,18.60,19.90,4.80
4.65,1.00,0.00,-20.20,-14.80,-8.40,16.40,18.60,4.60
4.71,1.00,0.00,-16.90,-12.30,-11.70,19.30,19.20,4.30
4.78,1.00,0.00,-16.60,-11.40,-10.90,18.60,18.70,4.60
4.84,1.00,0.00,-21.70,-14.10,-4.60,16.20,19.50,4.20
4.91,1.00,0.00,-21.70,-14.10,-4.60,17.10,19.40,4.10
4.97,1.00,0.00,-17.60,-13.00,-7.90,18.00,18.20,3.60
5.03,1.00,0.00,-17.30,-13.00,-9.00,16.80,17.50,4.20
5.10,1.00,0.00,-17.30,-13.00,-9.00,13.90,18.20,4.20
5.16,1.00,0.00,-19.70,-11.70,-3.70,13.80,16.90,3.70
5.23,1.00,0.00,-19.30,-13.90,-3.00,11.30,17.10,4.90
5.29,1.00,0.00,-20.80,-16.10,-2.20,12.80,18.20,5.70
5.35,1.00,0.00,-19.00,-13.50,-7.30,16.40,16.20,4.60
5.42,1.00,0.00,-17.00,-12.00,-7.00,15.70,16.50,4.90
5.48,1.00,0.00,-18.20,-13.20,-4.50,8.00,16.20,6.40
5.55,1.00,0.00,-18.20,-13.20,-4.50,14.70,15.10,5.70
5.61,1.00,0.00,-17.50,-10.90,-6.00,16.50,14.70,5.90
5.67,1.00,0.00,-15.40,-10.60,-7.60,14.70,14.50,7.10
5.74,1.00,0.00,-15.80,-9.90,-7.90,16.50,14.20,11.20
5.80,1.00,0.00,-16.30,-9.00,-4.80,15.10,13.10,14.40
5.86,1.00,0.00,-17.30,-9.90,-1.00,11.60,13.10,20.10
5.93,1.00,0.00,-16.90,-10.60,1.00,11.60,13.00,23.30
5.99,1.00,0.00,-19.00,-12.00,0.10,11.90,13.30,22.70
6.06,1.00,0.00,-15.40,-10.60,-5.80,18.50,12.80,23.60
6.12,1.00,0.00,-17.60,-11.40,-6.10,20.60,12.90,22.70
6.18,1.00,0.00,-16.00,-12.40,-4.20,18.90,12.30,22.30
6.25,1.00,0.00,-17.00,-12.00,-4.80,20.40,12.30,22.80
6.31,1.00,0.00,-12.10,-9.10,-9.40,18.50,11.20,19.40
6.38,1.00,0.00,-12.10,-9.10,-9.40,18.10,11.70,21.30
6.44,1.00,0.00,-12.00,-10.00,-6.70,18.70,10.70,22.50
6.50,1.00,0.00,-15.40,-10.60,-3.10,11.50,10.60,20.40
6.57,1.00,0.00,-15.40,-10.60,-3.10,11.00,10.60,21.00
6.63,1.00,0.00,-14.80,-9.30,-3.70,15.20,10.20,22.20
6.69,1.00,0.00,-14.20,-9.70,-2.20,16.00,9.80,23.00
6.76,1.00,0.00,-15.50,-9.70,-0.90,19.60,9.00,20.30
6.82,1.00,0.00,-17.90,-11.80,0.60,21.10,9.30,19.90
6.89,1.00,0.00,-16.30,-12.00,1.20,22.80,9.70,20.40
6.95,1.00,0.00,-17.30,-10.60,-1.30,21.20,10.20,22.00
7.01,1.00,0.00,-17.90,-11.40,-2.10,18.00,10.90,22.80
7.08,1.00,0.00,-17.90,-11.40,-2.10,24.90,12.20,24.10
7.14,1.00,0.00,-16.60,-4.50,-4.60,26.00,12.90,28.60
7.21,1.00,4.00,-17.50,-3.90,-2.70,25.40,14.20,39.90
7.27,1.00,0.00,-15.80,-5.20,-2.50,24.10,14.30,34.10
7.33,1.00,0.00,-17.50,-6.60,-3.70,23.30,15.20,17.60
7.40,1.00,0.00,-17.50,-6.60,-3.70,24.70,16.20,15.10
7.46,1.00,0.00,-20.20,-10.30,-7.90,27.20,17.90,32.90
7.53,1.00,4.00,-20.20,-10.30,-6.90,24.10,16.70,39.30
7.59,1.00,0.00,-20.60,-8.70,-5.80,21.60,17.40,37.70
7.65,1.00,0.00,-20.00,-8.20,-6.70,22.30,16.60,32.30
7.72,1.00,0.00,-17.80,-6.60,-9.60,21.70,16.50,22.30
7.78,1.00,4.00,-19.30,-6.60,-10.30,21.00,16.60,35.00
7.84,1.00,4.00,-19.30,-6.60,-10.30,17.10,16.40,38.80
7.91,1.00,4.00,-17.50,-3.10,-8.80,16.70,15.60,38.80
7.97,1.00,4.00,-16.60,-5.20,-13.50,17.70,15.40,8.20
8.04,1.00,4.00,-16.60,-5.20,-13.50,11.80,16.00,4.50
8.10,1.00,4.00,-17.30,-10.30,-14.50,12.00,17.50,5.90
8.16,1.00,0.00,-16.90,-12.60,-19.60,14.00,16.80,4.00
8.23,1.00,0.00,-16.90,-12.60,-19.60,15.60,17.80,4.10
8.29,1.00,0.00,-19.30,-12.70,-18.70,16.30,18.10,3.60
8.36,1.00,0.00,-19.00,-14.40,-16.40,17.80,17.80,3.50
8.42,1.00,0.00,-18.20,-12.70,-16.40,18.40,17.40,4.00
8.48,1.00,0.00,-18.20,-12.70,-15.10,18.40,17.50,3.80
8.55,1.00,0.00,-17.90,-13.30,-10.90,21.80,16.90,5.80
8.61,1.00,0.00,-19.10,-13.80,-7.60,22.60,15.90,6.00
8.68,1.00,0.00,-15.50,-14.40,-13.90,18.80,16.50,5.10
8.74,1.00,0.00,-18.70,-14.50,-13.00,19.90,16.90,5.10
8.80,1.00,0.00,-17.50,-11.20,-14.40,20.50,16.40,5.10
8.87,1.00,0.00,-17.50,-11.20,-14.40,21.00,16.50,5.40
8.93,1.00,0.00,-17.00,-12.00,-12.10,23.00,15.80,5.30
9.06,1.00,0.00,-20.00,-15.10,-8.50,20.90,17.40,5.60
9.12,1.00,0.00,-20.00,-15.10,-8.50,24.10,16.40,5.20
9.18,1.00,0.00,-16.90,-13.30,-12.00,20.90,16.00,5.50
9.25,1.00,0.00,-16.90,-13.30,-12.00,20.90,15.40,5.70
9.31,1.00,0.00,-18.20,-13.20,-5.50,23.20,15.50,6.70
9.38,1.00,0.00,-18.20,-13.20,-5.50,21.10,15.60,6.60
9.44,1.00,0.00,-17.60,-12.60,-11.20,21.70,14.60,5.90
9.50,1.00,0.00,-16.10,-11.80,-7.90,21.60,14.60,5.90
9.57,1.00,0.00,-20.90,-14.10,-5.40,19.90,15.20,15.80
9.63,1.00,0.00,-20.90,-14.10,-5.40,18.30,15.00,12.30
9.69,1.00,0.00,-16.00,-11.20,-10.30,18.70,14.40,6.80
9.76,1.00,0.00,-16.00,-11.20,-10.30,19.00,13.90,12.10
9.82,1.00,0.00,-17.50,-12.70,-6.70,21.90,14.50,20.00
9.88,1.00,0.00,-16.10,-11.80,-8.70,21.30,13.80,18.10
9.95,1.00,0.00,-16.10,-11.80,-8.70,22.20,13.50,15.60
10.01,1.00,0.00,-15.40,-10.60,-10.50,21.20,13.10,19.60
10.07,1.00,0.00,-16.00,-11.70,-6.70,21.60,13.40,22.60
10.14,1.00,0.00,-15.80,-11.40,-5.10,22.80,13.10,22.50
10.20,1.00,0.00,-15.80,-11.40,-5.10,21.20,13.20,21.60
10.27,1.00,0.00,-17.80,-12.40,-0.40,22.50,13.00,22.40
10.33,1.00,0.00,-15.20,-10.90,-4.80,21.70,12.70,24.10
10.39,1.00,0.00,-15.80,-9.90,-1.00,19.20,12.00,22.20
10.46,1.00,0.00,-17.90,-11.10,0.00,18.80,11.90,22.00
10.52,1.00,0.00,-16.60,-11.10,-0.60,19.10,11.90,21.90
10.58,1.00,0.00,-16.60,-11.10,-0.60,18.30,11.70,22.20
10.65,1.00,0.00,-15.40,-9.10,-3.10,19.20,10.80,23.40
10.71,1.00,0.00,-15.40,-9.10,-3.10,21.10,10.30,23.10
10.77,1.00,0.00,-15.40,-10.30,-3.90,22.80,9.80,20.00
10.84,1.00,0.00,-15.20,-11.70,-1.50,22.90,9.90,18.90
10.90,1.00,0.00,-16.10,-11.40,-0.60,22.90,9.10,20.00
10.97,1.00,0.00,-14.70,-11.40,-2.50,22.40,9.10,21.30
11.03,1.00,0.00,-14.70,-11.40,-2.50,24.10,9.50,20.70
11.09,1.00,0.00,-13.60,-9.10,-3.60,23.20,8.90,20.40
11.16,1.00,0.00,-13.80,-10.90,-0.10,22.00,8.80,19.40
11.22,1.00,0.00,-15.20,-10.90,0.40,25.80,9.00,18.90
11.29,1.00,0.00,-17.30,-12.30,2.50,20.60,8.90,18.40
11.35,1.00,0.00,-16.00,-9.70,0.10,23.30,9.00,20.10
11.41,1.00,0.00,-16.00,-9.70,0.10,20.90,8.80,21.60
