# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-16.90,-8.70,-6.40,16.80,17.10,5.80
0.06,1.00,0.00,-17.00,-9.30,-6.00,14.80,17.20,6.00
0.13,1.00,0.00,-17.30,-8.70,-6.40,15.60,17.40,5.80
0.19,1.00,0.00,-17.30,-8.70,-6.40,14.80,17.60,5.80
0.26,1.00,0.00,-17.60,-8.70,-5.40,15.60,17.30,5.70
0.32,1.00,0.00,-18.20,-10.00,-6.30,16.40,16.00,5.90
0.38,1.00,0.00,-18.20,-10.00,-6.30,15.00,17.00,6.10
0.45,1.00,0.00,-22.10,-11.80,-2.80,18.10,19.70,5.40
0.51,1.00,0.00,-24.80,-15.40,-3.70,16.90,20.40,5.20
0.58,1.00,0.00,-20.00,-13.50,-5.50,8.90,17.40,4.00
0.64,1.00,0.00,-20.00,-13.50,-5.50,9.70,17.80,4.20
0.70,1.00,0.00,-20.50,-12.70,-6.30,8.00,16.90,4.40
0.77,1.00,0.00,-19.00,-11.70,-2.70,7.90,16.80,4.50
0.83,1.00,0.00,-19.00,-11.70,-2.70,10.50,16.50,4.40
0.90,1.00,0.00,-22.40,-14.10,0.00,16.70,18.60,5.80
0.96,1.00,0.00,-24.70,-13.30,-1.80,16.90,18.60,6.20
1.02,1.00,0.00,-21.40,-13.30,-1.80,9.60,17.60,5.00
1.09,1.00,0.00,-20.20,-10.60,-2.10,11.20,16.80,5.00
1.15,1.00,0.00,-19.90,-11.40,-2.10,11.20,17.30,5.60
1.21,1.00,0.00,-20.60,-13.00,-2.80,16.70,17.30,6.50
1.28,1.00,0.00,-19.70,-14.40,-4.50,16.50,16.50,5.70
1.34,1.00,0.00,-18.20,-8.20,-4.50,18.10,15.50,5.30
1.41,1.00,0.00,-19.00,-11.20,-3.70,16.00,14.50,6.00
1.47,1.00,0.00,-19.00,-11.20,-3.70,15.30,16.00,6.00
1.53,1.00,0.00,-19.00,-12.70,-3.70,17.10,15.80,6.10
